,PCODE,배럴지수,뜬공땅볼비율,장타율
156,64468,0.03214285714285714,1.75,0.35200000000000004
162,64560,0.032679738562091505,2.0804597701149423,0.3295
163,64610,0.0035211267605633804,0.8823529411764706,0.3133333333333333
164,64646,0.013480392156862746,1.2105263157894737,0.3063333333333333
165,64657,0.051118210862619806,1.3703703703703705,0.308
172,64868,0.0,1.051948051948052,0.2645
176,64984,0.009724473257698542,1.6357142857142857,0.36575
187,65357,0.03389830508474576,1.5802469135802468,0.3243333333333333
197,65586,0.05420054200542006,2.6166666666666667,0.35125
206,66108,0.05942622950819672,1.1639344262295082,0.36675
218,66606,0.01527614571092832,1.2933333333333332,0.36475
231,66838,0.06586021505376344,1.8904109589041096,0.40425
240,67025,0.11199294532627865,1.8235294117647058,0.6000000000000001
244,67304,0.02376425855513308,1.1605839416058394,0.374
245,67341,0.03368560105680317,1.7203947368421053,0.49
246,67394,0.07172995780590717,2.736842105263158,0.458
248,67450,0.10843373493975904,1.8032786885245902,0.56
251,67539,0.012195121951219513,1.183673469387755,0.185
252,67598,0.11272727272727273,1.5789473684210527,0.513
256,67650,0.09550561797752809,1.3209876543209877,0.487
257,67872,0.10555555555555556,2.39906103286385,0.5275
259,67935,0.11180124223602485,2.1636363636363636,0.483
262,68050,0.09548167092924126,1.64,0.5355000000000001
264,68103,0.08163265306122448,1.393939393939394,0.519
273,68345,0.11778846153846154,2.1594202898550723,0.655
280,68525,0.08295625942684766,1.1744186046511629,0.37375
285,68730,0.06675062972292191,2.65625,0.452
286,68743,0.02408256880733945,1.3696682464454977,0.37575
294,69102,0.10526315789473684,1.380952380952381,0.489
295,69150,0.10218978102189781,1.962962962962963,0.426
296,69165,0.0625,2.1666666666666665,0.472
298,69209,0.05637467476149176,1.3946360153256705,0.486
303,69405,0.1375,4.0,0.409
307,69453,0.04047619047619048,2.3943661971830985,0.3770000000000001
310,69530,0.01694915254237288,2.0833333333333335,0.368
311,69569,0.08666666666666667,1.9642857142857142,0.433
314,69652,0.06481481481481481,2.3783783783783785,0.4663333333333333
319,69737,0.10454545454545454,1.3235294117647058,0.363
325,69901,0.04827586206896552,2.0,0.439
326,69950,0.09923664122137404,1.1714285714285715,0.404
329,70410,0.0732899022801303,2.009009009009009,0.4646666666666667
330,70553,0.009009009009009009,0.7631578947368421,0.266
331,70756,0.08992805755395683,2.0377358490566038,0.4335
333,71432,0.0622568093385214,1.5185185185185186,0.398
334,71552,0.041237113402061855,1.1666666666666667,0.353
335,71564,0.08265682656826569,1.6666666666666667,0.486
336,71752,0.061488673139158574,1.811965811965812,0.3893333333333333
337,71837,0.06429548563611491,1.9927007299270072,0.4415
339,72133,0.0752212389380531,1.6330935251798562,0.402
340,72443,0.10168134507606084,1.7295081967213115,0.4905
341,72456,0.014018691588785047,1.3703703703703705,0.3055
343,72546,0.039285714285714285,1.9464285714285714,0.34
345,73113,0.0990990990990991,2.4475524475524475,0.4115
346,73136,0.10825439783491204,1.150259067357513,0.4115
348,73209,0.045075125208681135,1.934959349593496,0.32075
352,73342,0.049429657794676805,1.3793103448275863,0.358
354,74163,0.0011655011655011655,1.259090909090909,0.3453333333333333
355,74206,0.043264503441494594,2.1648936170212765,0.37175
356,74215,0.06153846153846154,1.5206611570247934,0.36000000000000004
357,74339,0.04854368932038835,1.35,0.44375
358,74465,0.08574879227053141,1.3650793650793651,0.47
359,74540,0.07301587301587302,1.5665024630541873,0.4637500000000001
361,74729,0.08759124087591241,1.603448275862069,0.3983333333333334
364,75125,0.12627986348122866,1.8950617283950617,0.53825
365,75151,0.05224963715529753,1.6114649681528663,0.3975
366,75334,0.12143514259429623,2.3027027027027027,0.50525
367,75566,0.05509641873278237,2.373056994818653,0.44125
368,75808,0.029310344827586206,1.3356643356643356,0.36700000000000005
369,75847,0.1190068493150685,3.041176470588235,0.5505
372,76232,0.09264931087289434,2.4558823529411766,0.6064999999999999
373,76249,0.06467065868263473,1.3948717948717948,0.36875
374,76267,0.07929883138564274,2.7837837837837838,0.46475
375,76290,0.09502923976608187,1.5377049180327869,0.50425
376,76313,0.06910246227164417,2.5477386934673367,0.4945000000000001
381,76753,0.07181571815718157,1.5290322580645161,0.40299999999999997
382,76802,0.0009337068160597573,1.564,0.34675
383,76812,0.04522613065326633,1.8097560975609757,0.39075
384,76849,0.01833180568285976,1.1137931034482758,0.38175
387,77248,0.08097928436911488,1.6330275229357798,0.3355
389,77463,0.08009153318077804,1.3737373737373737,0.43700000000000006
391,77532,0.06370967741935483,1.0970873786407767,0.4525
392,77564,0.059322033898305086,2.258426966292135,0.3715
395,78135,0.0815450643776824,1.7128205128205127,0.47125
396,78168,0.017364657814096015,1.518987341772152,0.387
398,78224,0.14578005115089515,1.596638655462185,0.52325
399,78288,0.022004889975550123,1.5271739130434783,0.34925
402,78513,0.08456659619450317,1.517684887459807,0.5005000000000001
404,78548,0.05496828752642706,1.6568627450980393,0.3915
406,78603,0.011204481792717087,1.1913357400722022,0.38175
407,78629,0.1066066066066066,2.225,0.3905
410,78756,0.017241379310344827,1.4655172413793103,0.2833333333333334
411,78813,0.06713780918727916,2.2323232323232323,0.35325
412,79109,0.08894645941278066,1.5912698412698412,0.3967500000000001
415,79150,0.02369077306733167,1.407035175879397,0.33875
416,79192,0.10110450297366186,1.6833333333333333,0.49175
418,79215,0.0892018779342723,1.8938775510204082,0.46125
419,79231,0.014814814814814815,1.2990654205607477,0.3695000000000001
421,79240,0.022270114942528736,1.507936507936508,0.42725
424,79334,0.028645833333333332,1.5777777777777777,0.2936666666666667
427,79365,0.09953343701399689,1.651851851851852,0.45799999999999996
428,79402,0.022988505747126436,1.3345070422535212,0.34375
430,79456,0.004754358161648178,0.7908163265306123,0.35425
433,79608,0.03949579831932773,1.8220338983050848,0.46725
435,99606,0.04201680672268908,1.0740740740740742,0.421
436,99810,0.03669724770642202,1.1428571428571428,0.417
