,PCODE,타율,홈런,인플레이타구비율,뜬공땅볼비율,배럴지수,장타율
78,62244,0.26775,2.75,0.3270588235294118,1.590639810426541,0.0396301188903567,0.36175
79,62265,0.23775,4.0,0.3068893528183716,1.606846473029044,0.08419811320754722,0.39025
82,62356,0.2503333333333333,2.333333333333333,0.3685446009389672,1.2539229671897276,0.033144475920679886,0.3263333333333333
83,62404,0.29675,15.25,0.3501180173092053,1.798168955472335,0.06611018363939898,0.48125
85,62415,0.28250000000000003,7.25,0.32665330661322645,1.6736283185840826,0.02038980509745128,0.39475
88,62556,0.24175,3.5,0.3216601815823606,1.4857363145720928,0.02044374009508716,0.31425
89,62558,0.19699999999999998,3.0,0.26287262872628725,1.5708245243128969,0.04473684210526317,0.2933333333333333
91,62700,0.27125,3.75,0.35348226018396844,0.9927140255009108,0.037377049180327866,0.37175
94,62864,0.22275,2.5,0.2839721254355401,2.035467980295571,0.01252336448598131,0.29575
97,62895,0.26475,20.25,0.3056768558951965,1.7717842323651478,0.09464285714285707,0.495
98,62907,0.3185,3.75,0.3669932177844761,1.4908595877090682,0.012900575184880856,0.4215
102,62925,0.26325,4.5,0.3194675540765391,2.0123456790123484,0.048224299065420584,0.3765
103,62931,0.28625,12.5,0.3419226957383548,1.738029719317558,0.08296529968454253,0.4585
104,62934,0.237,10.0,0.27533783783783783,2.4473684210526363,0.05370705244122968,0.39799999999999996
105,62947,0.3245,19.5,0.3840864440078585,1.4837696335078534,0.10633299284984672,0.56925
124,63704,0.24925,3.0,0.32815533980582523,1.2156084656084658,0.005482456140350878,0.32475
125,63722,0.2295,4.0,0.29718004338394793,1.3869731800766285,0.041491841491841486,0.34450000000000003
131,63963,0.2655,8.5,0.3054024255788313,2.082563154651888,0.046224256292906184,0.4115
132,64004,0.268,1.6666666666666667,0.3166144200626959,1.0456375838926182,0.014313725490196078,0.329
133,64006,0.261,3.5,0.3093401885175664,1.5751273344651986,0.008324974924774322,0.35375
138,64022,0.219,3.0,0.31016042780748665,1.2336448598130838,0.0564935064935065,0.345
144,64153,0.263,13.666666666666664,0.29601226993865026,2.878177966101706,0.08169014084507037,0.439
146,64166,0.2425,4.5,0.3614649681528662,1.7350689127105712,0.05192982456140352,0.31825000000000003
151,64300,0.3003333333333333,23.0,0.3202202989771833,3.0757077024358486,0.06731092436974781,0.496
153,64346,0.26866666666666666,4.333333333333333,0.3641025641025641,1.0854271356783936,0.03952483801295897,0.38666666666666666
156,64468,0.239,3.0,0.3025477707006369,1.7688679245283,0.03464285714285715,0.35200000000000004
162,64560,0.25025,1.5,0.3339920948616601,2.014557670772684,0.03333333333333334,0.3295
163,64610,0.27233333333333337,0.3333333333333333,0.34375,0.8589894242068153,0.003873239436619719,0.3133333333333333
164,64646,0.2446666666666667,2.0,0.2932098765432099,1.2133333333333327,0.014828431372549019,0.3063333333333333
165,64657,0.19225,2.5,0.3313782991202346,1.3860523038605213,0.05303514376996805,0.308
172,64868,0.23025,0.0,0.3453757225433526,1.0567129629629632,0.0,0.2645
176,64984,0.29275,1.75,0.3245125348189415,1.6270380434782634,0.010372771474878443,0.36575
187,65357,0.2276666666666667,3.333333333333333,0.31280788177339897,1.6468797564688018,0.028813559322033905,0.3243333333333333
197,65586,0.22375,3.75,0.3176178660049628,2.6409090909090933,0.061246612466124666,0.35125
206,66108,0.25849999999999995,2.0,0.3705035971223021,1.1548117154811726,0.06864754098360658,0.36675
218,66606,0.2745,2.0,0.32867132867132864,1.3480195816644402,0.013278495887191542,0.36475
231,66838,0.247,13.5,0.3046776232616941,1.9757575757575805,0.0595430107526882,0.40425
240,67025,0.3253333333333333,38.0,0.3758992805755396,1.9236031927024055,0.10185185185185157,0.6000000000000001
244,67304,0.28125,3.75,0.3580858085808581,1.1931902294596588,0.02480988593155894,0.374
246,67394,0.258,17.0,0.29435483870967744,2.7368421052631646,0.050210970464135016,0.45799999999999996
248,67450,0.311,27.5,0.351123595505618,1.818556701030932,0.0855421686746987,0.56
251,67539,0.124,2.5,0.21978021978021972,1.1704834605597962,0.008536585365853656,0.185
252,67598,0.268,23.0,0.3300653594771242,1.5789473684210549,0.07890909090909087,0.513
256,67650,0.31,20.0,0.35732647814910024,1.3209876543209884,0.06685393258426962,0.48700000000000004
259,67935,0.257,26.0,0.31402439024390244,2.163636363636368,0.07826086956521734,0.483
264,68103,0.33899999999999997,8.0,0.375,1.3939393939393938,0.05714285714285715,0.519
273,68345,0.3095,20.0,0.33638443935926776,2.1813643926788764,0.10312499999999993,0.655
280,68525,0.23825,8.25,0.30440414507772023,1.2285382830626457,0.08763197586726998,0.37375
285,68730,0.2613333333333333,17.333333333333332,0.3164705882352941,2.69714285714287,0.05428211586901759,0.452
286,68743,0.26525,4.75,0.3193359375,1.4055742431523313,0.02396788990825689,0.37575
294,69102,0.27,7.0,0.30612244897959184,1.3809523809523805,0.1368421052631579,0.489
295,69150,0.27399999999999997,9.0,0.32142857142857145,1.9629629629629617,0.09197080291970804,0.426
296,69165,0.28600000000000003,9.0,0.3809523809523809,2.1666666666666647,0.056250000000000015,0.47200000000000003
298,69209,0.3383333333333333,15.333333333333336,0.3528468323977545,1.4071921540138077,0.0606244579358196,0.486
303,69405,0.273,4.0,0.3838383838383838,3.999999999999997,0.12375000000000005,0.409
307,69453,0.25166666666666665,4.666666666666667,0.3312757201646091,2.317373461012312,0.04166666666666666,0.3770000000000001
310,69530,0.252,2.0,0.2867647058823529,2.083333333333332,0.015254237288135594,0.368
311,69569,0.251,9.0,0.3043478260869565,1.9642857142857133,0.07800000000000001,0.433
314,69652,0.2876666666666667,15.333333333333336,0.3068893528183716,2.39378881987578,0.07060185185185186,0.4663333333333333
319,69737,0.223,8.666666666666666,0.3118712273641851,1.322048611111112,0.12045454545454537,0.363
325,69901,0.22899999999999998,9.0,0.2331288343558282,1.9999999999999991,0.043448275862068966,0.439
326,69950,0.24600000000000002,8.0,0.29577464788732394,1.1714285714285713,0.08931297709923666,0.40399999999999997
329,70410,0.3243333333333333,7.333333333333332,0.3575851393188855,2.037714285714291,0.05456026058631919,0.4646666666666667
330,70553,0.214,1.0,0.3025210084033613,0.7631578947368421,0.006306306306306306,0.266
331,70756,0.2555,10.5,0.2878228782287823,2.085790884718504,0.06294964028776975,0.4335
333,71432,0.2705,6.0,0.35374149659863946,1.5663265306122458,0.045914396887159536,0.39799999999999996
334,71552,0.255,4.0,0.330188679245283,1.1666666666666663,0.028865979381443294,0.353
335,71564,0.30025,20.75,0.31560531840447864,1.6637168141593044,0.07483394833948324,0.486
336,71752,0.2796666666666667,6.0,0.3527696793002916,1.8614051973051042,0.054045307443365685,0.3893333333333333
337,71837,0.26775000000000004,10.0,0.3194444444444444,2.075019334880132,0.06306429548563612,0.4415
339,72133,0.295,6.0,0.35558583106267033,1.6327396098388491,0.06061946902654865,0.402
340,72443,0.299,19.0,0.35911602209944754,1.7288732394366302,0.09455564451561224,0.4905
341,72456,0.21600000000000005,2.5,0.2655601659751037,1.383419689119172,0.009813084112149529,0.3055
343,72546,0.2625,3.0,0.31290322580645163,1.9247572815534044,0.028928571428571432,0.34
345,73113,0.24075,13.5,0.3170189098998888,2.503464203233269,0.09144144144144137,0.4115
346,73136,0.23975,16.0,0.315203955500618,1.157296990346394,0.09255751014884976,0.4115
348,73209,0.231,5.25,0.3,2.029097963142583,0.03589315525876461,0.32075
352,73342,0.2505,2.0,0.3493150684931507,1.3802816901408463,0.03460076045627376,0.358
354,74163,0.2883333333333333,0.6666666666666666,0.3264503441494592,1.2851123595505614,0.000815850815850816,0.3453333333333333
355,74206,0.27574999999999994,5.75,0.3285984848484849,2.1537162162162318,0.036578171091445406,0.37175
356,74215,0.233,8.0,0.2751322751322751,1.5538954108858072,0.0469230769230769,0.36000000000000004
357,74339,0.30925,11.5,0.33388566694283345,1.3582644628099203,0.04263018534863194,0.44375
358,74465,0.27125,14.75,0.3079545454545455,1.3771587743732596,0.08248792270531395,0.47
359,74540,0.2785,16.25,0.3019417475728156,1.6262467191601049,0.06719576719576716,0.4637500000000001
361,74729,0.226,7.0,0.2814569536423841,1.6525735294117614,0.0788321167883212,0.3983333333333334
364,75125,0.269,26.75,0.3329238329238329,1.9691195795006604,0.11683731513083025,0.53825
365,75151,0.25525000000000003,8.0,0.2904109589041096,1.61652115513768,0.04847605224963715,0.3975
366,75334,0.29,19.0,0.34870848708487084,2.1651474530831267,0.11499540018399235,0.50525
367,75566,0.2695,14.75,0.3134598012646793,2.40433604336045,0.04977043158861338,0.44125
368,75808,0.274,5.0,0.3146233382570162,1.375105130361649,0.02327586206896552,0.3670000000000001
373,76249,0.2555,7.0,0.3282773564463705,1.4017291066282436,0.0541317365269461,0.36875
374,76267,0.2925,14.0,0.3366666666666667,2.8718984420081037,0.07203672787979959,0.46475
376,76313,0.3015,18.25,0.3384853168469861,2.5215311004784944,0.06298649722001583,0.4945000000000001
381,76753,0.2653333333333333,11.333333333333336,0.3233256351039261,1.5597624350408337,0.06138211382113819,0.403
382,76802,0.269,2.75,0.2910321489001692,1.5878027681660958,0.00065359477124183,0.34675
383,76812,0.26975,8.5,0.3046800382043935,1.949263502454996,0.03929648241206027,0.39075
384,76849,0.2985,2.5,0.3486988847583643,1.1848072562358272,0.016865261228230982,0.38175
387,77248,0.22125,5.75,0.33169129720853857,1.7198697068403954,0.0694915254237288,0.3355
389,77463,0.275,9.0,0.3505154639175257,1.4407814407814403,0.07162471395881011,0.4370000000000001
391,77532,0.32275,12.0,0.36445012787723785,1.1293364769282586,0.05669354838709675,0.4525
392,77564,0.252,7.0,0.3094034378159757,2.2679200940070583,0.056991525423728776,0.3715
395,78135,0.279,12.75,0.3336766220391349,1.8457109959700642,0.0748927038626609,0.47125
396,78168,0.29400000000000004,2.75,0.3291925465838509,1.5559224102352485,0.018283963227783445,0.387
399,78288,0.26975,2.75,0.32588832487309644,1.5715090090090085,0.020537897310513448,0.34925
404,78548,0.2585,10.5,0.3039117352056169,1.6599597585513095,0.05496828752642706,0.3915
406,78603,0.303,2.5,0.33252230332522303,1.1948150972169278,0.011017740429505138,0.38175
407,78629,0.2280000000000001,12.25,0.31458966565349544,2.2443082311733806,0.09624624624624628,0.3905
410,78756,0.228,2.0,0.27768014059753954,1.5056603773584931,0.016379310344827584,0.2833333333333334
411,78813,0.22125,7.25,0.3339011925042589,2.305389221556894,0.05583038869257948,0.35325
412,79109,0.26675000000000004,8.75,0.34307692307692306,1.6174524400330903,0.08730569948186515,0.3967500000000001
415,79150,0.24275,3.75,0.2996706915477497,1.4044307058217425,0.021820448877805487,0.33875
419,79231,0.28250000000000003,2.0,0.32401656314699795,1.2813653136531369,0.015555555555555557,0.3695000000000001
421,79240,0.31675000000000003,6.25,0.3381578947368421,1.5064978340553237,0.019181034482758624,0.42725
424,79334,0.2,4.666666666666667,0.2903225806451613,1.606860158311349,0.02369791666666667,0.2936666666666667
427,79365,0.265,11.0,0.3066104078762307,1.6035335689045958,0.10637636080870913,0.458
428,79402,0.26225000000000004,5.25,0.30781129156999226,1.3468567251462018,0.021220159151193643,0.34375
430,79456,0.302,0.75,0.3372243839169909,0.8264767932489443,0.003961965134706815,0.35425
433,79608,0.317,10.25,0.3445783132530119,1.7932564330079943,0.035714285714285685,0.46725
435,99606,0.295,4.0,0.3875968992248062,1.074074074074074,0.029411764705882356,0.42100000000000004
436,99810,0.318,3.0,0.359504132231405,1.1428571428571437,0.02568807339449541,0.41700000000000004
