,PCODE,타율,홈런,인플레이타구비율,뜬공땅볼비율,배럴지수,장타율
102,62925,0.26325,4.5,0.3194675540765391,2.0,0.04485981308411215,0.3765
103,62931,0.28625,12.5,0.3419226957383548,1.6820512820512818,0.08727655099894847,0.4585
104,62934,0.237,10.0,0.27533783783783783,2.2980769230769234,0.05967450271247739,0.39799999999999996
105,62947,0.3245,19.5,0.3840864440078585,1.4343434343434345,0.10316649642492337,0.56925
124,63704,0.24925,3.0,0.32815533980582523,1.236,0.006578947368421052,0.32475
125,63722,0.2295,4.0,0.29718004338394793,1.392156862745098,0.04195804195804196,0.34450000000000003
131,63963,0.2655,8.5,0.3054024255788313,2.0693641618497107,0.04576659038901602,0.4115
132,64004,0.268,1.6666666666666667,0.3166144200626959,1.0394736842105263,0.013725490196078431,0.329
133,64006,0.261,3.5,0.3093401885175664,1.5040322580645162,0.009027081243731194,0.35375
138,64022,0.219,3.0,0.31016042780748665,1.170731707317073,0.07142857142857142,0.345
144,64153,0.263,13.666666666666664,0.29601226993865026,2.8173076923076925,0.08450704225352113,0.439
146,64166,0.2425,4.5,0.3614649681528662,1.7368421052631582,0.0456140350877193,0.31825000000000003
151,64300,0.3003333333333333,23.0,0.3202202989771833,3.0532544378698225,0.07310924369747901,0.496
153,64346,0.26866666666666666,4.333333333333333,0.3641025641025641,1.1074380165289257,0.04967602591792657,0.38666666666666666
156,64468,0.239,3.0,0.3025477707006369,1.75,0.03214285714285714,0.35200000000000004
162,64560,0.25025,1.5,0.3339920948616601,2.0804597701149423,0.032679738562091505,0.3295
163,64610,0.27233333333333337,0.3333333333333333,0.34375,0.8823529411764706,0.0035211267605633804,0.3133333333333333
164,64646,0.2446666666666667,2.0,0.2932098765432099,1.2105263157894737,0.013480392156862746,0.3063333333333333
165,64657,0.19225,2.5,0.3313782991202346,1.3703703703703705,0.051118210862619806,0.308
172,64868,0.23025,0.0,0.3453757225433526,1.051948051948052,0.0,0.2645
176,64984,0.29275,1.75,0.3245125348189415,1.6357142857142857,0.009724473257698542,0.36575
187,65357,0.2276666666666667,3.333333333333333,0.31280788177339897,1.5802469135802468,0.03389830508474576,0.3243333333333333
197,65586,0.22375,3.75,0.3176178660049628,2.6166666666666667,0.054200542005420065,0.35125
206,66108,0.25849999999999995,2.0,0.3705035971223021,1.1639344262295082,0.059426229508196725,0.36675
218,66606,0.2745,2.0,0.32867132867132864,1.2933333333333332,0.01527614571092832,0.36475
231,66838,0.247,13.5,0.3046776232616941,1.8904109589041096,0.06586021505376344,0.40425
240,67025,0.3253333333333333,38.0,0.3758992805755396,1.8235294117647056,0.11199294532627864,0.6000000000000001
244,67304,0.28125,3.75,0.3580858085808581,1.1605839416058394,0.023764258555133082,0.374
246,67394,0.258,17.0,0.29435483870967744,2.736842105263158,0.07172995780590717,0.45799999999999996
248,67450,0.311,27.5,0.351123595505618,1.8032786885245904,0.10843373493975904,0.56
251,67539,0.124,2.5,0.21978021978021972,1.1836734693877549,0.012195121951219513,0.185
252,67598,0.268,23.0,0.3300653594771242,1.5789473684210529,0.11272727272727273,0.513
256,67650,0.31,20.0,0.35732647814910024,1.3209876543209875,0.09550561797752807,0.48700000000000004
259,67935,0.257,26.0,0.31402439024390244,2.163636363636364,0.11180124223602483,0.483
264,68103,0.33899999999999997,8.0,0.375,1.393939393939394,0.08163265306122447,0.519
273,68345,0.3095,20.0,0.33638443935926776,2.1594202898550723,0.11778846153846155,0.655
280,68525,0.23825,8.25,0.30440414507772023,1.1744186046511629,0.08295625942684766,0.37375
285,68730,0.2613333333333333,17.333333333333332,0.3164705882352941,2.65625,0.06675062972292191,0.452
286,68743,0.26525,4.75,0.3193359375,1.3696682464454977,0.02408256880733945,0.37575
294,69102,0.27,7.0,0.30612244897959184,1.380952380952381,0.10526315789473684,0.489
295,69150,0.27399999999999997,9.0,0.32142857142857145,1.9629629629629632,0.1021897810218978,0.426
296,69165,0.28600000000000003,9.0,0.3809523809523809,2.1666666666666665,0.0625,0.47200000000000003
298,69209,0.3383333333333333,15.333333333333336,0.3528468323977545,1.3946360153256705,0.056374674761491765,0.486
303,69405,0.273,4.0,0.3838383838383838,4.0,0.1375,0.409
307,69453,0.25166666666666665,4.666666666666667,0.3312757201646091,2.3943661971830985,0.04047619047619048,0.3770000000000001
310,69530,0.252,2.0,0.2867647058823529,2.083333333333333,0.01694915254237288,0.368
311,69569,0.251,9.0,0.3043478260869565,1.9642857142857144,0.08666666666666667,0.433
314,69652,0.2876666666666667,15.333333333333336,0.3068893528183716,2.3783783783783785,0.06481481481481481,0.4663333333333333
319,69737,0.223,8.666666666666666,0.3118712273641851,1.3235294117647058,0.10454545454545454,0.363
325,69901,0.22899999999999998,9.0,0.2331288343558282,2.0,0.04827586206896552,0.439
326,69950,0.24600000000000002,8.0,0.29577464788732394,1.1714285714285717,0.09923664122137403,0.40399999999999997
329,70410,0.3243333333333333,7.333333333333332,0.3575851393188855,2.009009009009009,0.0732899022801303,0.4646666666666667
330,70553,0.214,1.0,0.3025210084033613,0.7631578947368421,0.009009009009009007,0.266
331,70756,0.2555,10.5,0.2878228782287823,2.037735849056604,0.08992805755395683,0.4335
333,71432,0.2705,6.0,0.35374149659863946,1.5185185185185186,0.0622568093385214,0.39799999999999996
334,71552,0.255,4.0,0.330188679245283,1.1666666666666667,0.041237113402061855,0.353
335,71564,0.30025,20.75,0.31560531840447864,1.6666666666666667,0.08265682656826569,0.486
336,71752,0.2796666666666667,6.0,0.3527696793002916,1.8119658119658117,0.061488673139158574,0.3893333333333333
337,71837,0.26775000000000004,10.0,0.3194444444444444,1.9927007299270072,0.06429548563611491,0.4415
339,72133,0.295,6.0,0.35558583106267033,1.6330935251798562,0.0752212389380531,0.402
340,72443,0.299,19.0,0.35911602209944754,1.7295081967213115,0.10168134507606083,0.4905
341,72456,0.21600000000000005,2.5,0.2655601659751037,1.3703703703703705,0.014018691588785048,0.3055
343,72546,0.2625,3.0,0.31290322580645163,1.9464285714285716,0.039285714285714285,0.34
345,73113,0.24075,13.5,0.3170189098998888,2.4475524475524475,0.0990990990990991,0.4115
346,73136,0.23975,16.0,0.315203955500618,1.150259067357513,0.10825439783491203,0.4115
348,73209,0.231,5.25,0.3,1.9349593495934958,0.045075125208681135,0.32075
352,73342,0.2505,2.0,0.3493150684931507,1.3793103448275863,0.049429657794676805,0.358
354,74163,0.2883333333333333,0.6666666666666666,0.3264503441494592,1.2590909090909093,0.0011655011655011655,0.3453333333333333
355,74206,0.27574999999999994,5.75,0.3285984848484849,2.1648936170212765,0.043264503441494594,0.37175
356,74215,0.233,8.0,0.2751322751322751,1.5206611570247934,0.061538461538461535,0.36000000000000004
357,74339,0.30925,11.5,0.33388566694283345,1.35,0.04854368932038835,0.44375
358,74465,0.27125,14.75,0.3079545454545455,1.3650793650793651,0.08574879227053141,0.47
359,74540,0.2785,16.25,0.3019417475728156,1.5665024630541873,0.07301587301587302,0.4637500000000001
361,74729,0.226,7.0,0.2814569536423841,1.6034482758620692,0.08759124087591241,0.3983333333333334
364,75125,0.269,26.75,0.3329238329238329,1.8950617283950617,0.12627986348122866,0.53825
365,75151,0.25525000000000003,8.0,0.2904109589041096,1.6114649681528663,0.05224963715529753,0.3975
366,75334,0.29,19.0,0.34870848708487084,2.3027027027027027,0.12143514259429625,0.50525
367,75566,0.2695,14.75,0.3134598012646793,2.3730569948186533,0.05509641873278237,0.44125
368,75808,0.274,5.0,0.3146233382570162,1.3356643356643356,0.029310344827586206,0.3670000000000001
373,76249,0.2555,7.0,0.3282773564463705,1.3948717948717948,0.06467065868263472,0.36875
374,76267,0.2925,14.0,0.3366666666666667,2.783783783783784,0.07929883138564274,0.46475
376,76313,0.3015,18.25,0.3384853168469861,2.5477386934673367,0.06910246227164417,0.4945000000000001
381,76753,0.2653333333333333,11.333333333333336,0.3233256351039261,1.529032258064516,0.07181571815718157,0.403
382,76802,0.269,2.75,0.2910321489001692,1.564,0.0009337068160597573,0.34675
383,76812,0.26975,8.5,0.3046800382043935,1.809756097560976,0.04522613065326633,0.39075
384,76849,0.2985,2.5,0.3486988847583643,1.1137931034482758,0.018331805682859758,0.38175
387,77248,0.22125,5.75,0.33169129720853857,1.6330275229357798,0.08097928436911488,0.3355
389,77463,0.275,9.0,0.3505154639175257,1.3737373737373737,0.08009153318077804,0.4370000000000001
391,77532,0.32275,12.0,0.36445012787723785,1.0970873786407769,0.06370967741935482,0.4525
392,77564,0.252,7.0,0.3094034378159757,2.258426966292135,0.059322033898305086,0.3715
395,78135,0.279,12.75,0.3336766220391349,1.7128205128205127,0.0815450643776824,0.47125
396,78168,0.29400000000000004,2.75,0.3291925465838509,1.5189873417721518,0.017364657814096015,0.387
399,78288,0.26975,2.75,0.32588832487309644,1.5271739130434785,0.022004889975550126,0.34925
404,78548,0.2585,10.5,0.3039117352056169,1.656862745098039,0.05496828752642706,0.3915
406,78603,0.303,2.5,0.33252230332522303,1.1913357400722022,0.011204481792717087,0.38175
407,78629,0.2280000000000001,12.25,0.31458966565349544,2.225,0.1066066066066066,0.3905
410,78756,0.228,2.0,0.27768014059753954,1.4655172413793105,0.017241379310344827,0.2833333333333334
411,78813,0.22125,7.25,0.3339011925042589,2.2323232323232323,0.06713780918727916,0.35325
412,79109,0.26675000000000004,8.75,0.34307692307692306,1.5912698412698412,0.08894645941278066,0.3967500000000001
415,79150,0.24275,3.75,0.2996706915477497,1.407035175879397,0.02369077306733167,0.33875
419,79231,0.28250000000000003,2.0,0.32401656314699795,1.2990654205607477,0.014814814814814815,0.3695000000000001
421,79240,0.31675000000000003,6.25,0.3381578947368421,1.5079365079365081,0.022270114942528736,0.42725
424,79334,0.2,4.666666666666667,0.2903225806451613,1.5777777777777775,0.028645833333333325,0.2936666666666667
427,79365,0.265,11.0,0.3066104078762307,1.651851851851852,0.09953343701399688,0.458
428,79402,0.26225000000000004,5.25,0.30781129156999226,1.3345070422535212,0.02298850574712644,0.34375
430,79456,0.302,0.75,0.3372243839169909,0.7908163265306123,0.0047543581616481785,0.35425
433,79608,0.317,10.25,0.3445783132530119,1.8220338983050848,0.03949579831932773,0.46725
435,99606,0.295,4.0,0.3875968992248062,1.0740740740740742,0.04201680672268908,0.42100000000000004
436,99810,0.318,3.0,0.359504132231405,1.1428571428571428,0.03669724770642202,0.41700000000000004
