,PCODE_YEAR,배럴지수,뜬공땅볼비율,홈런,장타율
165,65357_2019,0.028571428571428567,1.9333333333333331,3,0.328
166,65362_2021,0.045977011494252866,1.0,3,0.416
167,65399_2020,0.09693877551020408,1.75,10,0.401
168,65515_2019,0.0738255033557047,1.5862068965517242,4,0.375
169,65586_2020,0.05286343612334802,3.0,8,0.35700000000000004
170,65586_2021,0.0759493670886076,2.1875,4,0.324
171,65610_2021,0.034883720930232565,1.8947368421052633,4,0.376
172,65653_2021,0.09803921568627452,2.0,4,0.4270000000000001
173,65898_2020,0.08888888888888889,1.6071428571428572,8,0.454
174,65898_2021,0.08247422680412371,1.5,4,0.383
175,66108_2020,0.07553956834532374,1.2794117647058822,5,0.417
176,66108_2021,0.041237113402061855,1.0196078431372548,3,0.439
177,66209_2018,0.0,0.7555555555555555,1,0.3720000000000001
178,66409_2020,0.08888888888888889,1.65625,10,0.361
179,66462_2018,0.0,0.9069767441860463,0,0.324
180,66606_2018,0.0396039603960396,0.7536231884057971,4,0.364
181,66606_2019,0.007092198581560284,1.6285714285714286,1,0.284
182,66606_2020,0.0071428571428571435,1.7258064516129032,2,0.421
183,66606_2021,0.008771929824561403,1.2711864406779658,1,0.39
184,66614_2020,0.028571428571428567,3.294117647058824,3,0.261
185,66706_2019,0.0427807486631016,1.28,1,0.34600000000000003
186,66838_2018,0.07368421052631577,1.5,27,0.48
187,66838_2019,0.05263157894736842,2.04,6,0.338
188,66838_2020,0.07692307692307693,2.127659574468085,20,0.508
189,66838_2021,0.0,2.9,1,0.29100000000000004
190,66928_2021,0.07462686567164177,2.4545454545454546,6,0.403
191,67025_2018,0.11253196930946292,1.25531914893617,43,0.59
192,67025_2019,0.09401709401709403,2.1578947368421053,24,0.53
193,67025_2020,0.12755102040816327,2.4716981132075477,47,0.68
194,67304_2018,0.015037593984962403,0.9726027397260274,5,0.3670000000000001
195,67304_2019,0.022222222222222227,0.9850746268656716,0,0.362
196,67304_2020,0.02994011976047904,1.4285714285714286,7,0.399
197,67304_2021,0.02643171806167401,1.2456140350877194,3,0.368
198,67341_2018,0.027700831024930747,1.369047619047619,6,0.477
199,67341_2019,0.017897091722595078,1.6382978723404256,6,0.456
200,67341_2020,0.056521739130434775,2.661764705882353,15,0.524
202,67394_2018,0.07172995780590717,2.736842105263158,17,0.458
203,67450_2018,0.11527377521613832,1.6875,33,0.605
204,67450_2019,0.10094637223974763,1.9310344827586208,22,0.515
205,67504_2021,0.060240963855421686,0.9583333333333334,2,0.361
206,67539_2018,0.024390243902439025,1.2916666666666667,2,0.175
207,67539_2019,0.0,1.08,3,0.195
208,67598_2018,0.11272727272727273,1.5789473684210529,23,0.513
209,67644_2021,0.034883720930232565,1.1363636363636365,2,0.336
210,67650_2018,0.09550561797752807,1.3209876543209875,20,0.487
211,67872_2018,0.08719346049046321,2.03125,43,0.597
212,67872_2019,0.12290502793296088,2.962264150943396,29,0.508
213,67872_2020,0.10746268656716418,2.75,32,0.546
215,67893_2021,0.0,1.5862068965517242,1,0.35600000000000004
216,67935_2018,0.11180124223602483,2.163636363636364,26,0.483
217,68050_2018,0.1076487252124646,1.7,29,0.524
218,68050_2019,0.08710801393728224,1.3442622950819672,13,0.495
219,68050_2020,0.09883720930232558,1.7272727272727273,23,0.544
221,68103_2018,0.08163265306122447,1.393939393939394,8,0.519
222,68345_2019,0.11911357340720223,2.2711864406779663,28,0.5429999999999999
223,68362_2021,0.053763440860215055,1.173913043478261,4,0.449
224,68525_2018,0.08130081300813008,0.7692307692307693,4,0.36
225,68525_2019,0.06666666666666668,1.0967741935483872,2,0.28300000000000003
226,68525_2020,0.0749185667752443,1.2467532467532467,17,0.436
227,68525_2021,0.1171875,1.68,10,0.416
228,68730_2018,0.0703125,2.3846153846153846,30,0.573
229,68730_2019,0.06748466257668713,2.9387755102040822,18,0.46
230,68743_2018,0.015748031496062992,0.8947368421052632,4,0.363
231,68743_2019,0.036414565826330535,1.4470588235294115,8,0.374
232,68743_2020,0.0,1.4468085106382982,3,0.335
233,68743_2021,0.0297029702970297,1.5609756097560976,4,0.431
234,68868_2020,0.0,1.0,3,0.308
235,69102_2021,0.10526315789473684,1.380952380952381,7,0.489
236,69150_2019,0.1021897810218978,1.9629629629629632,9,0.426
237,69165_2019,0.0625,2.1666666666666665,9,0.472
238,69209_2019,0.05333333333333334,1.4117647058823528,15,0.483
239,69209_2020,0.05230125523012552,1.2155172413793105,21,0.4970000000000001
240,69209_2021,0.07111111111111111,1.837209302325581,10,0.478
241,69418_2020,0.016666666666666666,1.4333333333333331,1,0.335
242,69453_2019,0.033755274261603366,2.783783783783784,7,0.369
243,69453_2020,0.05426356589147287,2.363636363636364,4,0.34
244,69453_2021,0.037037037037037035,1.25,3,0.422
245,69530_2019,0.01694915254237288,2.083333333333333,2,0.368
246,69569_2019,0.08666666666666667,1.9642857142857144,9,0.433
247,69652_2019,0.05703422053231939,2.0,9,0.479
248,69652_2020,0.07160493827160494,2.7460317460317465,32,0.557
249,69652_2021,0.061224489795918366,2.236842105263158,5,0.363
250,69705_2021,0.022222222222222227,2.4285714285714284,4,0.488
251,69737_2019,0.075,1.1904761904761905,1,0.26
252,69737_2020,0.1111111111111111,1.4666666666666666,12,0.387
253,69737_2021,0.1111111111111111,1.2222222222222223,13,0.442
254,69766_2021,0.040816326530612235,1.2666666666666666,1,0.224
255,69901_2019,0.04827586206896552,2.0,9,0.439
256,69950_2019,0.09923664122137403,1.1714285714285717,8,0.404
257,70410_2018,0.10404624277456648,1.8571428571428568,18,0.52
258,70410_2019,0.031620553359683785,2.148936170212766,3,0.374
259,70553_2018,0.009009009009009007,0.7631578947368421,1,0.266
260,70756_2018,0.09689922480620156,1.8653846153846156,20,0.482
261,71432_2018,0.061611374407582936,1.319148936170213,10,0.418
262,71552_2018,0.041237113402061855,1.1666666666666667,4,0.353
263,71564_2018,0.10891089108910892,1.7105263157894737,37,0.593
264,71564_2019,0.07799442896935932,1.6233766233766234,16,0.435
265,71564_2020,0.07551487414187644,1.673684210526316,20,0.452
266,71564_2021,0.045161290322580636,1.6470588235294117,10,0.464
267,71752_2018,0.06779661016949153,1.4444444444444444,10,0.476
268,71752_2019,0.06293706293706294,1.8269230769230769,6,0.395
269,71752_2020,0.05161290322580645,2.2413793103448274,2,0.297
270,71837_2018,0.09032258064516127,1.3823529411764706,14,0.536
271,71837_2019,0.02877697841726619,2.18,8,0.37
272,71837_2020,0.08415841584158416,1.761904761904762,12,0.422
273,71837_2021,0.08333333333333333,3.9090909090909087,6,0.438
274,72133_2018,0.08767123287671233,1.5753424657534247,15,0.466
275,72133_2019,0.07586206896551724,1.9310344827586208,1,0.344
276,72133_2020,0.047619047619047616,1.5135135135135136,2,0.396
277,72443_2018,0.0985576923076923,1.675,25,0.5489999999999999
278,72443_2019,0.09428571428571428,1.8142857142857145,17,0.485
279,72443_2020,0.12010443864229765,1.7571428571428571,28,0.59
280,72443_2021,0.07,1.5833333333333333,6,0.338
281,72456_2018,0.015384615384615384,1.32,4,0.321
282,72546_2018,0.03734439834024896,2.0434782608695654,6,0.399
283,73113_2018,0.11036789297658862,2.18,25,0.472
284,73113_2019,0.07457627118644068,2.46,10,0.375
285,73113_2020,0.10952380952380952,2.533333333333333,13,0.454
286,73113_2021,0.11904761904761905,3.2307692307692313,6,0.345
287,73136_2018,0.13240418118466898,1.1692307692307693,34,0.5529999999999999
288,73136_2019,0.10317460317460317,1.0136986301369864,21,0.464
289,73136_2020,0.09302325581395347,1.4545454545454546,8,0.33
290,73136_2021,0.056338028169014086,1.0909090909090908,1,0.299
291,73209_2018,0.06451612903225806,1.6825396825396826,12,0.428
292,73209_2019,0.03205128205128205,1.648648648648649,3,0.302
293,73209_2020,0.027586206896551724,2.9047619047619047,6,0.392
294,73342_2018,0.0546218487394958,1.3773584905660377,4,0.435
295,74163_2018,0.0027777777777777783,1.1052631578947372,1,0.332
296,74163_2020,0.0,1.4675324675324677,1,0.337
297,74163_2021,0.0,1.2291666666666667,0,0.3670000000000001
298,74206_2018,0.0759493670886076,2.1272727272727274,16,0.48
299,74206_2019,0.034129692832764506,2.5769230769230766,4,0.358
300,74206_2020,0.025157232704402517,1.7538461538461538,2,0.34600000000000003
301,74206_2021,0.022222222222222227,2.625,1,0.303
302,74215_2018,0.06741573033707865,1.3604651162790695,19,0.448
303,74339_2018,0.05965909090909091,1.2073170731707317,20,0.5329999999999999
304,74339_2019,0.05128205128205128,1.4285714285714286,14,0.443
305,74339_2020,0.044673539518900345,1.5303030303030305,11,0.409
306,74339_2021,0.01,1.1071428571428572,1,0.39
307,74465_2018,0.10185185185185183,1.2777777777777777,16,0.456
308,74465_2019,0.07346938775510205,1.3275862068965518,19,0.478
309,74465_2020,0.0703125,1.509433962264151,14,0.466
310,74465_2021,0.11711711711711713,1.3333333333333333,10,0.48
311,74540_2018,0.09655172413793103,1.2027027027027026,22,0.457
312,74540_2019,0.07339449541284404,1.54,13,0.405
313,74540_2020,0.056390977443609026,2.1555555555555554,19,0.487
314,74540_2021,0.05847953216374269,1.6176470588235294,11,0.506
315,74729_2020,0.0661764705882353,1.6785714285714286,8,0.369
316,75125_2018,0.1444866920152091,1.4166666666666667,43,0.718
317,75125_2019,0.1176470588235294,1.8771929824561404,33,0.56
318,75125_2020,0.13541666666666666,2.323529411764706,21,0.45
319,75125_2021,0.0962962962962963,2.3043478260869565,10,0.425
320,75151_2018,0.0650887573964497,1.5897435897435896,11,0.465
321,75151_2019,0.054982817869415807,1.6,13,0.447
322,75151_2020,0.016,1.6206896551724137,1,0.294
323,75151_2021,0.0673076923076923,1.6666666666666667,7,0.384
324,75334_2018,0.12867647058823528,3.027027027027027,27,0.539
325,75334_2019,0.1390532544378698,3.1739130434782608,21,0.495
326,75334_2020,0.10089020771513353,1.82089552238806,16,0.482
327,75334_2021,0.11428571428571427,1.3142857142857145,12,0.505
328,75566_2018,0.07575757575757576,2.033333333333333,20,0.493
329,75566_2019,0.0530035335689046,2.7291666666666665,19,0.441
330,75566_2020,0.045454545454545456,2.3392857142857144,13,0.407
331,75566_2021,0.03571428571428571,2.5517241379310347,7,0.424
332,75808_2018,0.041237113402061855,1.16,11,0.461
333,75808_2019,0.0111731843575419,1.4047619047619049,3,0.354
334,75847_2018,0.13438735177865613,3.1428571428571432,35,0.547
335,75847_2019,0.11278195488721805,2.8852459016393444,29,0.519
336,75847_2020,0.11711711711711713,3.4444444444444446,33,0.5379999999999999
338,76100_2018,0.1487603305785124,1.2592592592592593,10,0.49
339,76100_2020,0.10309278350515463,1.7058823529411764,9,0.463
340,76232_2018,0.09302325581395347,2.1515151515151514,23,0.585
341,76232_2019,0.07886435331230282,2.4782608695652173,20,0.574
342,76232_2020,0.0964467005076142,2.5079365079365084,33,0.603
344,76249_2018,0.08484848484848485,1.2911392405063291,17,0.481
345,76249_2019,0.05597014925373135,1.660377358490566,9,0.453
346,76249_2020,0.051886792452830184,1.2280701754385963,2,0.29100000000000004
347,76267_2018,0.10891089108910892,2.188405797101449,26,0.5820000000000001
348,76267_2019,0.058577405857740586,3.0,4,0.365
349,76267_2020,0.06483790523690773,3.345454545454545,16,0.473
350,76267_2021,0.07142857142857142,2.875,10,0.439
351,76290_2018,0.09580838323353294,1.0595238095238095,20,0.589
352,76290_2019,0.07868020304568528,1.7738095238095235,11,0.4370000000000001
353,76290_2020,0.09216589861751152,1.6813186813186811,22,0.523
355,76313_2018,0.08290155440414508,3.0754716981132075,25,0.526
356,76313_2019,0.06705539358600582,2.121212121212121,20,0.467
357,76313_2020,0.06683168316831684,2.5,21,0.512
358,76313_2021,0.03968253968253968,2.7222222222222223,7,0.473
359,76720_2018,0.04098360655737705,2.230769230769231,4,0.289
360,76753_2018,0.08214285714285714,1.2258064516129032,18,0.477
361,76753_2019,0.06810035842293907,1.8363636363636364,7,0.35700000000000004
362,76753_2020,0.06145251396648045,1.5789473684210529,9,0.375
363,76802_2018,0.002881844380403458,1.6578947368421053,4,0.35700000000000004
364,76802_2019,0.0,1.2555555555555555,1,0.3
365,76802_2020,0.0,1.6721311475409837,2,0.321
366,76802_2021,0.0,2.1739130434782608,4,0.409
367,76812_2018,0.06309148264984228,1.25,17,0.514
368,76812_2019,0.047619047619047616,1.5348837209302326,12,0.39
369,76812_2020,0.016853932584269662,3.25,2,0.248
370,76812_2021,0.03496503496503497,3.0526315789473686,3,0.411
371,76849_2018,0.02469135802469136,0.7027027027027027,4,0.418
372,76849_2019,0.012618296529968454,1.2,2,0.353
373,76849_2020,0.01875,1.536231884057971,2,0.369
374,76849_2021,0.015384615384615384,1.4333333333333331,2,0.387
375,77248_2018,0.06818181818181818,1.296875,15,0.463
376,77248_2019,0.11578947368421053,1.7727272727272727,3,0.271
377,77463_2018,0.06167400881057269,1.0338983050847457,15,0.46
378,77463_2019,0.08080808080808081,2.117647058823529,5,0.407
379,77463_2020,0.11711711711711713,1.6956521739130437,7,0.444
380,77532_2018,0.09971509971509973,0.7575757575757576,26,0.546
381,77532_2019,0.05333333333333334,1.3098591549295775,10,0.4
382,77532_2020,0.06459948320413436,1.3647058823529412,11,0.493
383,77532_2021,0.01485148514851485,1.0185185185185186,1,0.371
384,77564_2018,0.059748427672955975,2.2931034482758617,10,0.414
385,77564_2019,0.05371900826446281,1.9791666666666667,8,0.371
386,77564_2020,0.05607476635514018,2.6111111111111107,5,0.384
387,77564_2021,0.07058823529411765,2.2222222222222223,5,0.317
388,78122_2021,0.04166666666666666,1.3703703703703705,4,0.368
389,78135_2018,0.08794788273615635,1.1025641025641026,13,0.467
390,78135_2019,0.0728476821192053,1.7384615384615385,13,0.442
391,78135_2020,0.0925925925925926,2.4,17,0.547
392,78135_2021,0.06542056074766353,3.0,8,0.429
393,78168_2019,0.012987012987012988,1.547945205479452,2,0.383
394,78168_2020,0.02717391304347826,1.7261904761904765,5,0.386
395,78168_2021,0.010050251256281407,1.574468085106383,4,0.353
396,78217_2018,0.0,0.9714285714285714,0,0.245
397,78217_2019,0.009523809523809523,1.5384615384615383,0,0.279
398,78224_2018,0.1440443213296399,1.5571428571428572,44,0.657
399,78224_2019,0.1282798833819242,1.8382352941176472,15,0.434
400,78224_2020,0.15654952076677314,1.4117647058823528,30,0.494
402,78288_2018,0.02083333333333333,1.1176470588235294,1,0.329
403,78288_2019,0.036734693877551024,1.4727272727272729,3,0.362
404,78288_2020,0.012048192771084338,2.1777777777777776,3,0.383
405,78288_2021,0.015151515151515154,1.3636363636363635,4,0.32299999999999995
406,78513_2018,0.08505154639175258,1.3095238095238095,33,0.5920000000000001
407,78513_2019,0.08816120906801007,1.4835164835164836,22,0.481
408,78513_2020,0.09290953545232274,1.576086956521739,26,0.482
410,78548_2018,0.054901960784313725,1.5,13,0.404
411,78548_2019,0.033057851239669415,1.7551020408163265,7,0.339
412,78548_2020,0.06600660066006599,1.9,13,0.413
413,78548_2021,0.0684931506849315,1.3783783783783785,9,0.41
414,78603_2018,0.008695652173913044,1.0860215053763442,4,0.373
415,78603_2019,0.012861736334405145,1.3924050632911391,3,0.371
416,78603_2020,0.009389671361502348,1.0576923076923077,1,0.403
417,78603_2021,0.01485148514851485,1.2075471698113207,2,0.38
418,78629_2018,0.13901345291479822,1.75,26,0.574
419,78629_2020,0.098159509202454,2.5849056603773586,17,0.444
420,78756_2019,0.024,1.8035714285714288,3,0.28800000000000003
421,78756_2020,0.0145985401459854,1.5,2,0.284
422,78813_2018,0.08018867924528301,1.7333333333333334,17,0.498
423,78813_2019,0.06910569105691057,2.5789473684210527,10,0.466
424,79109_2018,0.059701492537313425,1.4210526315789471,11,0.396
425,79109_2019,0.10738255033557048,1.5,9,0.378
426,79109_2020,0.11396011396011395,1.892307692307692,10,0.461
427,79109_2021,0.06321839080459771,1.5813953488372092,5,0.35200000000000004
428,79150_2018,0.03883495145631068,1.4489795918367347,6,0.38
429,79150_2019,0.00847457627118644,1.3389830508474576,2,0.309
430,79150_2020,0.03389830508474576,1.4827586206896552,4,0.338
431,79150_2021,0.008064516129032258,1.3333333333333333,3,0.328
432,79192_2018,0.1160220994475138,1.3766233766233766,25,0.5479999999999999
433,79192_2019,0.07692307692307693,1.7647058823529411,12,0.434
434,79192_2020,0.10491803278688523,1.75,15,0.452
436,79215_2018,0.0633245382585752,1.5822784810126582,12,0.473
437,79215_2019,0.09604519774011301,1.6849315068493151,10,0.465
438,79215_2020,0.125,2.373134328358209,14,0.472
440,79231_2019,0.006269592476489028,1.432098765432099,0,0.331
441,79231_2020,0.02325581395348837,1.3186813186813189,5,0.396
442,79231_2021,0.013888888888888888,0.8333333333333334,1,0.282
443,79240_2018,0.04,1.3465346534653466,10,0.459
444,79240_2019,0.017994858611825194,1.625,4,0.371
445,79240_2020,0.008522727272727272,1.9558823529411764,7,0.442
446,79240_2021,0.017699115044247787,1.0862068965517242,4,0.4370000000000001
447,79334_2018,0.03389830508474576,1.3225806451612905,7,0.408
448,79334_2019,0.028571428571428567,1.6666666666666667,7,0.344
449,79365_2019,0.0867579908675799,1.7906976744186047,10,0.445
450,79365_2020,0.08144796380090498,1.568627450980392,12,0.426
451,79365_2021,0.1590909090909091,1.3,16,0.534
452,79402_2018,0.024844720496894408,1.1807228915662649,10,0.362
453,79402_2019,0.027439024390243903,1.5263157894736843,5,0.355
454,79402_2020,0.02287581699346405,1.2337662337662338,5,0.401
455,79402_2021,0.011428571428571429,1.4583333333333333,1,0.257
456,79456_2018,0.007936507936507936,0.5609756097560976,2,0.433
