,PCODE_YEAR,타율,홈런,인플레이타구비율,뜬공땅볼비율,배럴지수,장타율
29,60566_2018,0.251,0,0.2732558139534884,0.7142857142857143,0.0,0.262
30,60566_2019,0.278,0,0.31100478468899523,0.7884615384615384,0.0,0.308
31,61102_2018,0.29600000000000004,19,0.3292307692307692,1.6610169491525424,0.11228070175438597,0.508
32,61102_2019,0.27,16,0.3089171974522293,2.2444444444444445,0.1018867924528302,0.438
33,61102_2020,0.261,16,0.29357798165137616,2.0943396226415096,0.08561643835616438,0.415
34,61102_2021,0.253,5,0.28651685393258425,1.5714285714285714,0.0821917808219178,0.3670000000000001
35,61186_2018,0.34,2,0.3908794788273616,0.8571428571428571,0.028225806451612906,0.435
36,61186_2019,0.308,2,0.3600867678958785,0.9587628865979382,0.030136986301369864,0.374
37,61186_2020,0.256,3,0.2972972972972973,1.4642857142857142,0.01762114537444934,0.333
38,61186_2021,0.21600000000000005,2,0.23943661971830985,1.054054054054054,0.023809523809523808,0.293
39,61197_2019,0.251,5,0.2914572864321608,1.25,0.02395209580838324,0.378
40,61208_2018,0.301,2,0.35585585585585583,0.8305084745762712,0.024509803921568627,0.375
41,61208_2020,0.277,2,0.3333333333333333,1.1052631578947372,0.019417475728155338,0.355
42,61208_2021,0.228,0,0.2727272727272727,0.8,0.0,0.29
43,61353_2018,0.279,6,0.38392857142857145,1.2,0.0427807486631016,0.4
44,61353_2019,0.32299999999999995,3,0.3919597989949749,1.0963855421686748,0.040880503144654086,0.421
45,61353_2020,0.28300000000000003,3,0.3474178403755869,1.351351351351351,0.03125,0.371
46,61353_2021,0.255,0,0.3116883116883117,1.5882352941176472,0.015151515151515154,0.287
47,61404_2018,0.3,11,0.3341121495327103,1.2528735632183907,0.02197802197802198,0.423
48,61404_2019,0.297,5,0.32590529247910865,1.6451612903225807,0.010714285714285714,0.387
49,61404_2020,0.248,3,0.2764976958525346,1.948717948717949,0.0053191489361702135,0.315
50,61404_2021,0.305,3,0.3333333333333333,1.0,0.03448275862068965,0.407
51,61554_2021,0.213,1,0.3142857142857143,1.1176470588235294,0.030769230769230767,0.29600000000000004
52,61700_2018,0.278,5,0.35,1.0285714285714285,0.056737588652482275,0.392
53,61700_2020,0.228,4,0.3252032520325203,1.0666666666666669,0.00909090909090909,0.337
54,61869_2018,0.244,3,0.3006535947712418,2.208333333333333,0.04580152671755725,0.338
55,62025_2019,0.258,8,0.2929292929292929,1.1020408163265305,0.05172413793103448,0.395
56,62234_2018,0.268,1,0.3296703296703297,0.5625,0.02808988764044944,0.311
57,62234_2019,0.25,0,0.296137339055794,1.147540983606557,0.004807692307692308,0.28600000000000003
58,62234_2021,0.259,0,0.30851063829787234,1.4285714285714286,0.0,0.28600000000000003
59,62244_2018,0.282,3,0.40540540540540543,2.625,0.09174311926605504,0.406
60,62244_2019,0.279,4,0.3278236914600551,1.3896103896103895,0.025806451612903226,0.39
61,62244_2020,0.269,4,0.3059210526315789,1.7796610169491525,0.04332129963898917,0.364
62,62244_2021,0.241,0,0.2916666666666667,1.1666666666666667,0.032786885245901634,0.287
63,62265_2019,0.29100000000000004,5,0.34074074074074073,1.0666666666666669,0.06956521739130435,0.463
64,62265_2020,0.246,8,0.29431438127090304,1.8070175438596487,0.0898876404494382,0.366
65,62332_2018,0.228,3,0.3115942028985507,1.5172413793103448,0.047244094488188976,0.307
66,62356_2018,0.295,3,0.4207920792079208,1.0,0.011111111111111113,0.369
67,62356_2019,0.248,3,0.34899328859060397,1.4,0.07758620689655173,0.333
68,62404_2018,0.333,20,0.4017341040462428,1.6206896551724137,0.05362776025236593,0.5329999999999999
69,62404_2019,0.267,15,0.30601092896174864,2.028985507246377,0.07418397626112759,0.444
70,62404_2020,0.307,15,0.3630952380952381,1.7878787878787878,0.07120743034055728,0.478
71,62404_2021,0.28,11,0.32286995515695066,1.7,0.06787330316742081,0.47
72,62415_2018,0.299,9,0.3528138528138528,1.7228915662650603,0.03333333333333333,0.4320000000000001
73,62415_2019,0.239,5,0.27884615384615385,1.7160493827160497,0.011730205278592377,0.328
74,62415_2020,0.29,11,0.3291457286432161,1.728395061728395,0.02445652173913044,0.415
75,62415_2021,0.302,4,0.3574660633484163,1.5,0.014634146341463415,0.404
76,62556_2018,0.294,11,0.3630573248407643,1.3709677419354838,0.05204460966542751,0.442
77,62556_2019,0.256,1,0.3054662379421222,1.3442622950819672,0.004081632653061225,0.28800000000000003
78,62556_2021,0.2,0,0.2769230769230769,1.5714285714285714,0.0,0.244
79,62558_2020,0.225,5,0.27350427350427353,1.4482758620689655,0.027272727272727268,0.327
80,62558_2021,0.207,4,0.2714285714285714,2.0,0.08823529411764706,0.36
81,62700_2018,0.254,9,0.33043478260869563,0.8023255813953488,0.04316546762589928,0.364
82,62700_2020,0.28600000000000003,2,0.3802083333333333,1.3142857142857145,0.027210884353741496,0.35100000000000003
83,62700_2021,0.282,4,0.3684210526315789,1.0208333333333333,0.04,0.404
84,62797_2018,0.254,2,0.29310344827586204,1.5833333333333333,0.013071895424836602,0.325
85,62802_2019,0.233,3,0.28823529411764703,1.065217391304348,0.02631578947368421,0.32299999999999995
86,62864_2018,0.245,6,0.2928870292887029,1.74468085106383,0.01327433628318584,0.35200000000000004
87,62864_2020,0.251,2,0.2849162011173184,2.3666666666666667,0.018633540372670808,0.318
88,62864_2021,0.228,2,0.2857142857142857,2.117647058823529,0.011764705882352941,0.325
89,62884_2018,0.293,7,0.3670886075949367,1.0810810810810811,0.06802721088435375,0.45
90,62895_2018,0.284,41,0.30990415335463256,2.163636363636364,0.10429447852760736,0.601
91,62895_2019,0.265,12,0.32063492063492066,1.4084507042253518,0.07291666666666667,0.396
92,62895_2020,0.249,15,0.2598425196850393,1.8461538461538465,0.1297709923664122,0.508
93,62895_2021,0.261,13,0.3043478260869565,1.9310344827586208,0.11920529801324505,0.475
94,62907_2018,0.324,5,0.3646723646723647,0.9021739130434784,0.018867924528301886,0.438
95,62907_2019,0.344,1,0.3800475059382423,1.6973684210526316,0.010610079575596816,0.434
96,62907_2020,0.345,8,0.3815461346633416,1.7702702702702702,0.015665796344647518,0.475
97,62907_2021,0.261,1,0.2987012987012987,1.5151515151515151,0.007194244604316547,0.339
98,62925_2020,0.309,12,0.3323262839879154,2.0350877192982457,0.043333333333333335,0.463
99,62925_2021,0.262,4,0.30344827586206896,1.9629629629629632,0.030303030303030307,0.393
100,62931_2018,0.28300000000000003,11,0.3428571428571429,1.2714285714285714,0.07482993197278913,0.431
101,62931_2019,0.264,13,0.3134920634920635,1.9148936170212767,0.1016949152542373,0.454
102,62931_2020,0.274,20,0.3222591362126246,1.9272727272727272,0.1087719298245614,0.48
103,62931_2021,0.324,6,0.4326241134751773,1.8695652173913044,0.04411764705882353,0.469
104,62934_2018,0.26,13,0.2921810699588477,1.5918367346938775,0.04405286343612335,0.433
105,62934_2019,0.23,9,0.2794117647058824,2.4054054054054053,0.06806282722513089,0.387
106,62934_2020,0.221,8,0.2413793103448276,4.0,0.07407407407407407,0.374
107,62947_2018,0.318,23,0.3879093198992443,1.1264367816091954,0.0748663101604278,0.518
108,62947_2020,0.324,34,0.3976608187134503,1.6666666666666667,0.1021021021021021,0.596
109,62947_2021,0.29,17,0.3287037037037037,1.5106382978723405,0.14150943396226415,0.518
110,63123_2018,0.255,3,0.3577235772357724,1.8636363636363635,0.045454545454545456,0.359
111,63123_2021,0.227,2,0.2857142857142857,2.055555555555556,0.03225806451612903,0.313
112,63202_2021,0.234,2,0.3111111111111111,1.2105263157894737,0.02666666666666667,0.32
113,63257_2021,0.275,5,0.3184713375796178,2.0,0.04195804195804196,0.41
114,63260_2018,0.226,4,0.3130434782608696,0.9310344827586208,0.04854368932038835,0.345
115,63440_2021,0.25,2,0.3181818181818182,0.95,0.03125,0.337
116,63700_2021,0.278,0,0.392156862745098,1.761904761904762,0.010309278350515464,0.333
117,63704_2018,0.313,8,0.3660287081339713,1.4482758620689655,0.010471204188481676,0.431
118,63704_2019,0.25,2,0.29874213836477986,1.0952380952380951,0.0036101083032490976,0.312
119,63704_2020,0.251,1,0.32,1.0967741935483872,0.0,0.316
120,63704_2021,0.183,1,0.2608695652173913,1.3529411764705883,0.017857142857142856,0.24
121,63722_2019,0.223,3,0.3231707317073171,1.5,0.053691275167785234,0.303
122,63722_2020,0.226,9,0.2641509433962264,1.6571428571428573,0.039735099337748346,0.3720000000000001
123,63722_2021,0.222,1,0.3026315789473684,1.0,0.028169014084507043,0.287
124,63963_2018,0.28300000000000003,8,0.32600732600732596,2.019230769230769,0.037313432835820885,0.414
125,63963_2019,0.256,6,0.2974910394265233,2.0,0.02325581395348837,0.35600000000000004
126,63963_2020,0.26,12,0.3035019455252918,2.156862745098039,0.06299212598425198,0.41
127,63963_2021,0.263,8,0.2755102040816326,2.176470588235294,0.0851063829787234,0.466
128,64004_2019,0.281,0,0.3275,1.0396039603960396,0.009146341463414634,0.307
129,64004_2020,0.239,5,0.27586206896551724,0.9268292682926829,0.022727272727272728,0.34700000000000003
130,64004_2021,0.284,0,0.359375,1.5,0.02,0.333
131,64006_2018,0.259,4,0.2993421052631579,1.5303030303030305,0.0149812734082397,0.371
132,64006_2019,0.279,3,0.3322884012539185,0.9240506329113924,0.007722007722007722,0.34
133,64006_2020,0.235,3,0.293800539083558,1.5384615384615383,0.003246753246753247,0.3
134,64006_2021,0.271,4,0.3179190751445087,3.16,0.012269938650306749,0.404
135,64153_2018,0.263,22,0.28,2.6666666666666665,0.0784313725490196,0.455
136,64153_2021,0.28,16,0.3315508021390374,3.1923076923076925,0.1020408163265306,0.498
137,64166_2020,0.289,13,0.3770053475935829,1.6428571428571428,0.04956268221574344,0.42
138,64166_2021,0.278,5,0.35,1.8285714285714283,0.03888888888888889,0.396
139,64300_2018,0.28800000000000003,20,0.3135802469135803,2.9642857142857144,0.06299212598425198,0.474
140,64300_2019,0.307,19,0.3387096774193548,2.931034482758621,0.07614213197969544,0.491
141,64300_2020,0.306,30,0.30787037037037035,3.272727272727273,0.07951807228915662,0.523
142,64346_2018,0.293,13,0.38408304498269896,1.1785714285714286,0.052173913043478265,0.468
143,64346_2019,0.243,0,0.3420074349442379,1.1607142857142858,0.05213270142180095,0.314
144,64468_2019,0.256,4,0.3362068965517241,1.625,0.03669724770642202,0.387
145,64468_2021,0.266,2,0.3375,2.0,0.043478260869565216,0.376
146,64504_2019,0.222,1,0.2866666666666667,1.1176470588235294,0.05084745762711865,0.247
147,64504_2020,0.298,4,0.4,1.809523809523809,0.07142857142857142,0.423
148,64560_2019,0.27,6,0.3434343434343434,2.4222222222222216,0.03296703296703297,0.383
149,64560_2021,0.229,0,0.29464285714285715,1.3703703703703705,0.0297029702970297,0.285
150,64610_2018,0.259,0,0.31446540880503143,1.0277777777777777,0.0,0.306
151,64610_2021,0.253,0,0.3508771929824561,0.9,0.0,0.272
152,64646_2019,0.26,2,0.30935251798561153,1.0918367346938775,0.008849557522123894,0.317
153,64646_2020,0.223,3,0.268733850129199,1.4418604651162792,0.015105740181268885,0.275
154,64646_2021,0.251,1,0.30952380952380953,1.0227272727272727,0.02054794520547945,0.327
155,64657_2020,0.245,5,0.36529680365296796,1.4285714285714286,0.060606060606060615,0.331
156,64717_2018,0.275,7,0.3472222222222222,2.272727272727273,0.0583941605839416,0.411
157,64717_2021,0.21600000000000005,4,0.2769230769230769,1.9230769230769231,0.1111111111111111,0.382
158,64868_2019,0.293,0,0.34375,0.8235294117647058,0.0,0.35600000000000004
159,64868_2020,0.29600000000000004,0,0.3734567901234568,1.2857142857142858,0.0,0.333
160,64868_2021,0.255,0,0.31,0.9454545454545454,0.0,0.292
161,64984_2019,0.275,5,0.3277591973244147,1.6,0.011857707509881422,0.38
162,64984_2020,0.236,1,0.2824074074074074,2.0769230769230766,0.0053475935828877,0.274
163,64984_2021,0.305,0,0.3595505617977528,1.2777777777777777,0.012987012987012988,0.35700000000000004
164,65357_2018,0.313,7,0.3831168831168831,1.0833333333333333,0.03571428571428571,0.502
165,65357_2019,0.227,3,0.2701612903225806,1.9333333333333331,0.028571428571428567,0.328
166,65362_2021,0.29600000000000004,3,0.3604060913705584,1.0,0.045977011494252866,0.416
167,65399_2020,0.268,10,0.3217391304347826,1.75,0.09693877551020408,0.401
168,65515_2019,0.24,4,0.3693181818181818,1.5862068965517242,0.0738255033557047,0.375
169,65586_2020,0.237,8,0.3092369477911647,3.0,0.05286343612334802,0.35700000000000004
170,65586_2021,0.196,4,0.28735632183908044,2.1875,0.0759493670886076,0.324
171,65610_2021,0.239,4,0.2857142857142857,1.8947368421052633,0.034883720930232565,0.376
172,65653_2021,0.256,4,0.3269230769230769,2.0,0.09803921568627452,0.4270000000000001
173,65898_2020,0.275,8,0.3740458015267176,1.6071428571428572,0.08888888888888889,0.454
174,65898_2021,0.247,4,0.3428571428571429,1.5,0.08247422680412371,0.383
175,66108_2020,0.279,5,0.3482428115015975,1.2794117647058822,0.07553956834532374,0.417
176,66108_2021,0.338,3,0.3981900452488688,1.0196078431372548,0.041237113402061855,0.439
177,66209_2018,0.279,1,0.33783783783783783,0.7555555555555555,0.0,0.3720000000000001
178,66409_2020,0.181,10,0.2071428571428572,1.65625,0.08888888888888889,0.361
179,66462_2018,0.243,0,0.28125,0.9069767441860463,0.0,0.324
180,66606_2018,0.272,4,0.3263598326359833,0.7536231884057971,0.0396039603960396,0.364
181,66606_2019,0.198,1,0.25139664804469275,1.6285714285714286,0.007092198581560284,0.284
182,66606_2020,0.326,2,0.3627760252365931,1.7258064516129032,0.0071428571428571435,0.421
183,66606_2021,0.302,1,0.34210526315789475,1.2711864406779658,0.008771929824561403,0.39
184,66614_2020,0.17800000000000002,3,0.21929824561403508,3.294117647058824,0.028571428571428567,0.261
185,66706_2019,0.254,1,0.3305439330543933,1.28,0.0427807486631016,0.34600000000000003
186,66838_2018,0.252,27,0.2791519434628975,1.5,0.07368421052631577,0.48
187,66838_2019,0.215,6,0.2571428571428571,2.04,0.05263157894736842,0.338
188,66838_2020,0.312,20,0.3516129032258065,2.127659574468085,0.07692307692307693,0.508
189,66838_2021,0.209,1,0.29310344827586204,2.9,0.0,0.29100000000000004
190,66928_2021,0.218,6,0.29411764705882354,2.4545454545454546,0.07462686567164177,0.403
191,67025_2018,0.305,43,0.3421750663129973,1.25531914893617,0.11253196930946292,0.59
192,67025_2019,0.322,24,0.3870967741935484,2.1578947368421053,0.09401709401709403,0.53
193,67025_2020,0.349,47,0.39944903581267216,2.4716981132075477,0.12755102040816327,0.68
194,67304_2018,0.27,5,0.3651315789473684,0.9726027397260274,0.015037593984962403,0.3670000000000001
195,67304_2019,0.276,0,0.3706563706563705,0.9850746268656716,0.022222222222222227,0.362
196,67304_2020,0.285,7,0.3426395939086294,1.4285714285714286,0.02994011976047904,0.399
197,67304_2021,0.294,3,0.3607843137254902,1.2456140350877194,0.02643171806167401,0.368
198,67341_2018,0.355,6,0.40568475452196384,1.369047619047619,0.027700831024930747,0.477
199,67341_2019,0.336,6,0.3568702290076336,1.6382978723404256,0.017897091722595078,0.456
200,67341_2020,0.333,15,0.350210970464135,2.661764705882353,0.056521739130434775,0.524
202,67394_2018,0.258,17,0.29435483870967744,2.736842105263158,0.07172995780590717,0.458
203,67450_2018,0.33,33,0.3743016759776536,1.6875,0.11527377521613832,0.605
204,67450_2019,0.292,22,0.327683615819209,1.9310344827586208,0.10094637223974763,0.515
205,67504_2021,0.248,2,0.3406593406593407,0.9583333333333334,0.060240963855421686,0.361
206,67539_2018,0.124,2,0.2222222222222222,1.2916666666666667,0.024390243902439025,0.175
207,67539_2019,0.124,3,0.21739130434782608,1.08,0.0,0.195
208,67598_2018,0.268,23,0.3300653594771242,1.5789473684210529,0.11272727272727273,0.513
209,67644_2021,0.248,2,0.32222222222222224,1.1363636363636365,0.034883720930232565,0.336
210,67650_2018,0.31,20,0.35732647814910024,1.3209876543209875,0.09550561797752807,0.487
211,67872_2018,0.316,43,0.34831460674157305,2.03125,0.08719346049046321,0.597
212,67872_2019,0.276,29,0.3125,2.962264150943396,0.12290502793296088,0.508
213,67872_2020,0.282,32,0.3153153153153153,2.75,0.10746268656716418,0.546
215,67893_2021,0.277,1,0.3311688311688312,1.5862068965517242,0.0,0.35600000000000004
216,67935_2018,0.257,26,0.31402439024390244,2.163636363636364,0.11180124223602483,0.483
217,68050_2018,0.29,29,0.33423180592991913,1.7,0.1076487252124646,0.524
218,68050_2019,0.336,13,0.4011976047904192,1.3442622950819672,0.08710801393728224,0.495
219,68050_2020,0.33,23,0.3727034120734909,1.7272727272727273,0.09883720930232558,0.544
221,68103_2018,0.339,8,0.375,1.393939393939394,0.08163265306122447,0.519
222,68345_2019,0.305,28,0.3375959079283887,2.2711864406779663,0.11911357340720223,0.5429999999999999
223,68362_2021,0.294,4,0.3461538461538461,1.173913043478261,0.053763440860215055,0.449
224,68525_2018,0.232,4,0.3040540540540541,0.7692307692307693,0.08130081300813008,0.36
225,68525_2019,0.203,2,0.2857142857142857,1.0967741935483872,0.06666666666666668,0.28300000000000003
226,68525_2020,0.278,17,0.3226744186046512,1.2467532467532467,0.0749185667752443,0.436
227,68525_2021,0.24,10,0.2792207792207792,1.68,0.1171875,0.416
228,68730_2018,0.306,30,0.3291770573566085,2.3846153846153846,0.0703125,0.573
229,68730_2019,0.284,18,0.32231404958677684,2.9387755102040822,0.06748466257668713,0.46
230,68743_2018,0.249,4,0.3150684931506849,0.8947368421052632,0.015748031496062992,0.363
231,68743_2019,0.262,8,0.31180400890868604,1.4470588235294115,0.036414565826330535,0.374
232,68743_2020,0.248,3,0.28708133971291866,1.4468085106382982,0.0,0.335
233,68743_2021,0.302,4,0.36818181818181817,1.5609756097560976,0.0297029702970297,0.431
234,68868_2020,0.236,3,0.26666666666666666,1.0,0.0,0.308
235,69102_2021,0.27,7,0.30612244897959184,1.380952380952381,0.10526315789473684,0.489
236,69150_2019,0.274,9,0.32142857142857145,1.9629629629629632,0.1021897810218978,0.426
237,69165_2019,0.28600000000000003,9,0.3809523809523809,2.1666666666666665,0.0625,0.472
238,69209_2019,0.344,15,0.3661971830985916,1.4117647058823528,0.05333333333333334,0.483
239,69209_2020,0.34,21,0.34765625,1.2155172413793105,0.05230125523012552,0.4970000000000001
240,69209_2021,0.331,10,0.33613445378151263,1.837209302325581,0.07111111111111111,0.478
241,69418_2020,0.258,1,0.3087248322147651,1.4333333333333331,0.016666666666666666,0.335
242,69453_2019,0.262,7,0.3298245614035088,2.783783783783784,0.033755274261603366,0.369
243,69453_2020,0.228,4,0.30935251798561153,2.363636363636364,0.05426356589147287,0.34
244,69453_2021,0.265,3,0.3870967741935484,1.25,0.037037037037037035,0.422
245,69530_2019,0.252,2,0.2867647058823529,2.083333333333333,0.01694915254237288,0.368
246,69569_2019,0.251,9,0.3043478260869565,1.9642857142857144,0.08666666666666667,0.433
247,69652_2019,0.311,9,0.33663366336633666,2.0,0.05703422053231939,0.479
248,69652_2020,0.306,32,0.3052391799544419,2.7460317460317465,0.07160493827160494,0.557
249,69652_2021,0.246,5,0.2685185185185185,2.236842105263158,0.061224489795918366,0.363
250,69705_2021,0.238,4,0.3636363636363637,2.4285714285714284,0.022222222222222227,0.488
251,69737_2019,0.18600000000000005,1,0.3106796116504854,1.1904761904761905,0.075,0.26
252,69737_2020,0.22,12,0.2949308755760369,1.4666666666666666,0.1111111111111111,0.387
253,69737_2021,0.263,13,0.3333333333333333,1.2222222222222223,0.1111111111111111,0.442
254,69766_2021,0.14300000000000002,1,0.23214285714285715,1.2666666666666666,0.040816326530612235,0.224
255,69901_2019,0.229,9,0.2331288343558282,2.0,0.04827586206896552,0.439
256,69950_2019,0.246,8,0.29577464788732394,1.1714285714285717,0.09923664122137403,0.404
257,70410_2018,0.34,18,0.372093023255814,1.8571428571428568,0.10404624277456648,0.52
258,70410_2019,0.3,3,0.3414634146341464,2.148936170212766,0.031620553359683785,0.374
259,70553_2018,0.214,1,0.3025210084033613,0.7631578947368421,0.009009009009009007,0.266
260,70756_2018,0.28,20,0.2908366533864542,1.8653846153846156,0.09689922480620156,0.482
261,71432_2018,0.284,10,0.3625,1.319148936170213,0.061611374407582936,0.418
262,71552_2018,0.255,4,0.330188679245283,1.1666666666666667,0.041237113402061855,0.353
263,71564_2018,0.333,37,0.3372365339578454,1.7105263157894737,0.10891089108910892,0.593
264,71564_2019,0.285,16,0.30730478589420657,1.6233766233766234,0.07799442896935932,0.435
265,71564_2020,0.292,20,0.3115124153498871,1.673684210526316,0.07551487414187644,0.452
266,71564_2021,0.29100000000000004,10,0.2901234567901235,1.6470588235294117,0.045161290322580636,0.464
267,71752_2018,0.315,10,0.3723404255319149,1.4444444444444444,0.06779661016949153,0.476
268,71752_2019,0.305,6,0.3876923076923077,1.8269230769230769,0.06293706293706294,0.395
269,71752_2020,0.219,2,0.2658959537572254,2.2413793103448274,0.05161290322580645,0.297
270,71837_2018,0.298,14,0.3414634146341464,1.3823529411764706,0.09032258064516127,0.536
271,71837_2019,0.27,8,0.34415584415584416,2.18,0.02877697841726619,0.37
272,71837_2020,0.253,12,0.2863849765258216,1.761904761904762,0.08415841584158416,0.422
273,71837_2021,0.25,6,0.2803738317757009,3.9090909090909087,0.08333333333333333,0.438
274,72133_2018,0.303,15,0.3645569620253165,1.5753424657534247,0.08767123287671233,0.466
275,72133_2019,0.282,1,0.3333333333333333,1.9310344827586208,0.07586206896551724,0.344
276,72133_2020,0.3,2,0.3559322033898305,1.5135135135135136,0.047619047619047616,0.396
277,72443_2018,0.339,25,0.3774509803921569,1.675,0.0985576923076923,0.5489999999999999
278,72443_2019,0.3,17,0.3380281690140845,1.8142857142857145,0.09428571428571428,0.485
279,72443_2020,0.354,28,0.4025641025641026,1.7571428571428571,0.12010443864229765,0.59
280,72443_2021,0.203,6,0.21052631578947367,1.5833333333333333,0.07,0.338
281,72456_2018,0.238,4,0.271889400921659,1.32,0.015384615384615384,0.321
282,72546_2018,0.275,6,0.3127413127413127,2.0434782608695654,0.03734439834024896,0.399
283,73113_2018,0.262,25,0.3156146179401993,2.18,0.11036789297658862,0.472
284,73113_2019,0.247,10,0.3102310231023102,2.46,0.07457627118644068,0.375
285,73113_2020,0.281,13,0.375,2.533333333333333,0.10952380952380952,0.454
286,73113_2021,0.173,6,0.20689655172413796,3.2307692307692313,0.11904761904761905,0.345
287,73136_2018,0.295,34,0.3562091503267974,1.1692307692307693,0.13240418118466898,0.5529999999999999
288,73136_2019,0.256,21,0.3090909090909091,1.0136986301369864,0.10317460317460317,0.464
289,73136_2020,0.203,8,0.2533333333333333,1.4545454545454546,0.09302325581395347,0.33
290,73136_2021,0.205,1,0.2948717948717949,1.0909090909090908,0.056338028169014086,0.299
291,73209_2018,0.262,12,0.2943262411347517,1.6825396825396826,0.06451612903225806,0.428
292,73209_2019,0.222,3,0.281437125748503,1.648648648648649,0.03205128205128205,0.302
293,73209_2020,0.279,6,0.3333333333333333,2.9047619047619047,0.027586206896551724,0.392
294,73342_2018,0.308,4,0.35546875,1.3773584905660377,0.0546218487394958,0.435
295,74163_2018,0.293,1,0.3380614657210402,1.1052631578947372,0.0027777777777777783,0.332
296,74163_2020,0.28600000000000003,1,0.3123359580052493,1.4675324675324677,0.0,0.337
297,74163_2021,0.28600000000000003,0,0.3286384976525822,1.2291666666666667,0.0,0.3670000000000001
298,74206_2018,0.311,16,0.35973597359735976,2.1272727272727274,0.0759493670886076,0.48
299,74206_2019,0.268,4,0.3190789473684211,2.5769230769230766,0.034129692832764506,0.358
300,74206_2020,0.289,2,0.3257142857142857,1.7538461538461538,0.025157232704402517,0.34600000000000003
301,74206_2021,0.235,1,0.2727272727272727,2.625,0.022222222222222227,0.303
302,74215_2018,0.276,19,0.2926829268292683,1.3604651162790695,0.06741573033707865,0.448
303,74339_2018,0.339,20,0.3531073446327684,1.2073170731707317,0.05965909090909091,0.5329999999999999
304,74339_2019,0.317,14,0.34441805225653205,1.4285714285714286,0.05128205128205128,0.443
305,74339_2020,0.28,11,0.30030959752321984,1.5303030303030305,0.044673539518900345,0.409
306,74339_2021,0.301,1,0.3302752293577982,1.1071428571428572,0.01,0.39
307,74465_2018,0.255,16,0.2968036529680365,1.2777777777777777,0.10185185185185183,0.456
308,74465_2019,0.267,19,0.2862453531598513,1.3275862068965518,0.07346938775510205,0.478
309,74465_2020,0.306,14,0.3442028985507246,1.509433962264151,0.0703125,0.466
310,74465_2021,0.257,10,0.29310344827586204,1.3333333333333333,0.11711711711711713,0.48
311,74540_2018,0.269,22,0.3079470198675497,1.2027027027027026,0.09655172413793103,0.457
312,74540_2019,0.234,13,0.2677165354330709,1.54,0.07339449541284404,0.405
313,74540_2020,0.287,19,0.2974910394265233,2.1555555555555554,0.056390977443609026,0.487
314,74540_2021,0.324,11,0.3435897435897436,1.6176470588235294,0.05847953216374269,0.506
315,74729_2020,0.234,8,0.2916666666666667,1.6785714285714286,0.0661764705882353,0.369
316,75125_2018,0.345,43,0.3958333333333333,1.4166666666666667,0.1444866920152091,0.718
317,75125_2019,0.28,33,0.3223443223443224,1.8771929824561404,0.1176470588235294,0.56
