,PCODE,타율,홈런,볼삼비,P/PA,전체,컨택%,2S후선구%,출루율
81,69901,0.2061,8.1,0.5161290322580645,3.384,39.6,73.98,30.24,0.2982456140350877
82,67935,0.1799,18.2,0.3819444444444445,2.7230000000000003,34.23,48.23,26.67,0.3455497382198953
83,62556,0.2181,4.3,0.3654946852003271,2.9850000000000003,38.63,65.08,26.155,0.3362327106801655
84,64006,0.26080000000000003,3.5,0.37142857142857133,3.9725,47.605,83.05250000000002,26.8925,0.30951916194937856
85,51203,0.35750000000000004,2.6,0.2,5.0310000000000015,65.26,100.1,40.04,0.3194444444444444
86,79608,0.3150000000000001,8.975,0.8018018018018018,3.7385,42.57250000000001,83.74000000000002,32.645,0.3777396607585288
87,51004,0.3523000000000001,9.1,0.44,5.096,63.7,101.53,40.3,0.3359999999999999
88,50923,0.3349000000000001,28.75,0.30386329866270434,4.6455,57.215,80.67500000000003,47.88,0.3555668530757499
89,64153,0.27405,18.1,0.3423482849604222,4.065,49.895,75.22,31.565,0.32468379188942503
90,62797,0.1778,1.4,0.6875,2.8280000000000003,29.33,59.29,25.41,0.3403361344537815
92,78756,0.2016,2.7,0.5277777777777778,3.528,38.7,73.53,28.980000000000004,0.3069977426636569
93,64504,0.1998,0.9,0.4651162790697674,3.5730000000000004,39.69000000000001,70.38000000000002,34.830000000000005,0.2977777777777777
94,77248,0.2191,10.5,0.3445378151260504,2.7230000000000003,35.91,48.79,29.259999999999994,0.3687258687258688
95,75334,0.29025,17.75,0.5490867579908677,3.84875,49.8175,75.05000000000003,39.665000000000006,0.3767111318226831
96,79109,0.264875,8.325,0.4724164724164724,4.032,45.6875,76.88000000000002,36.955,0.35003134141245296
97,60558,0.25795,6.124999999999999,0.3045195261079421,3.308666666666667,44.75,69.13666666666667,32.57666666666667,0.3158493787347054
98,69569,0.2259,8.1,0.5166666666666667,3.5010000000000003,41.4,62.55,37.53,0.35074626865671643
99,61102,0.26655,12.95,0.3814126394052044,3.76025,47.675,78.3225,30.345,0.33523941183863265
100,62265,0.2706000000000001,8.8,0.6625000000000001,4.388999999999999,49.28,89.10000000000002,41.03,0.3428571428571428
101,74339,0.305475,10.0,0.9303604153940136,3.91925,40.2375,87.625,35.042500000000004,0.3856153084790498
102,74215,0.1932,13.3,0.5797101449275363,2.6460000000000004,31.99,56.7,23.309999999999995,0.3398821218074656
103,71564,0.297275,18.825,0.7248134328358209,3.627,47.6825,82.1125,33.935,0.3701278124009718
104,76849,0.29815,2.35,0.7743225233229677,3.98125,41.3625,86.4175,32.25,0.37521804861030345
105,70756,0.196,14.0,0.7118644067796609,2.73,30.94,56.0,28.91,0.37239583333333337
106,76100,0.1911,7.0,0.8620689655172415,3.052,25.69,51.59,33.18,0.434108527131783
107,60566,0.25020000000000003,0.0,0.40909090909090906,2.763,47.61,78.3,30.780000000000005,0.30645161290322576
108,66409,0.19910000000000005,11.0,0.28125,4.3340000000000005,56.76000000000001,74.91,36.52,0.2572614107883817
109,73136,0.231675,13.2,0.3340503995082975,3.4170000000000003,47.02,60.45333333333333,31.74,0.3255033557046979
110,74163,0.29716666666666675,0.6,1.35,4.37,45.6,96.54666666666668,34.50666666666667,0.3867852798053529
111,75566,0.26720000000000005,13.625000000000002,0.6018485602559546,3.99775,43.55750000000001,79.69500000000002,38.99500000000001,0.3503569467325646
112,62025,0.2322,7.2,0.42553191489361697,3.366,44.55,73.44,30.780000000000005,0.3107142857142857
113,76812,0.26527500000000004,7.199999999999998,0.6560975609756098,3.747500000000001,46.12,85.02000000000002,34.557500000000005,0.34635241301907965
115,67644,0.3224,2.6,0.5757575757575758,5.3950000000000005,52.52,96.98,47.84,0.3605442176870749
116,79456,0.3166333333333333,0.3,0.6187766714082504,3.822333333333333,53.85,98.40000000000002,28.61333333333333,0.3377517206219729
117,99810,0.2226,2.1,0.7142857142857143,2.555,31.71,61.46,22.26,0.3717948717948718
118,64560,0.27035,2.7,0.6522821576763487,4.453,44.88500000000001,85.80000000000003,44.23,0.3498670004694101
119,61186,0.2694,2.275,0.7971800433839479,3.8375,41.3125,84.87750000000003,36.925,0.3625287667524029
120,73342,0.2156,2.8,0.7272727272727273,2.6460000000000004,29.75,56.76999999999999,25.41,0.3852691218130311
121,69453,0.2433,5.35,0.3988881167477415,3.886,49.155,72.04000000000002,35.14,0.3256634453136984
122,78135,0.27190000000000003,12.475,0.5120732722731057,3.8685,45.94,75.7275,37.2425,0.3649635036496351
123,64346,0.2119,4.55,0.19802523313219966,2.9789999999999996,41.335,55.605,25.285,0.3156281920326864
124,78548,0.25725000000000003,10.35,0.5380855397148675,3.93325,42.2275,81.4975,35.395,0.3334963325183373
125,63202,0.3042,2.6,0.3611111111111111,4.9270000000000005,62.01000000000001,94.25,43.55,0.3241379310344828
126,79334,0.2223,6.3,0.35064935064935066,3.636,39.69000000000001,71.01,32.85,0.3099273607748183
127,63700,0.3614000000000001,0.0,0.425,4.8100000000000005,57.59,92.56,54.21000000000001,0.3614457831325301
128,66706,0.2286,0.9,0.3513513513513513,3.366,41.67,71.55,31.05,0.3198847262247839
129,65586,0.25775000000000003,7.0,0.3905486148832156,4.793000000000001,49.790000000000006,87.73500000000001,41.38500000000001,0.3147428229665072
131,75808,0.2315,5.199999999999998,0.6584302325581395,2.881,35.375,67.44999999999999,27.425,0.3586460890915469
132,79231,0.27543333333333336,2.2666666666666666,0.9113402061855672,3.903,42.7,86.625,32.97,0.3550295857988165
133,68743,0.26887500000000003,4.625,0.7678498572011423,4.29675,35.4125,83.4575,36.8625,0.3634601243398623
134,75151,0.24600000000000002,9.5,0.460759493670886,3.68,47.36666666666667,78.09666666666669,27.81333333333333,0.3256185155626496
135,79150,0.240975,3.575,0.4517470881863561,3.8110000000000004,43.3125,79.7125,31.72,0.30983007781483257
136,61208,0.2706,1.2,0.5655594405594405,4.047,48.24,87.24333333333334,33.300000000000004,0.3370375212446071
137,60523,0.3787,11.900000000000002,0.6960526315789475,5.0950000000000015,47.74,100.47,37.905,0.3943224424209962
138,64868,0.32855,0.0,0.9630146545708304,5.2589999999999995,46.27,105.24,49.41,0.3904782703647085
139,64717,0.1925,4.9,0.21818181818181812,2.674,36.26,51.8,21.56,0.31981981981981983
141,77463,0.2051,10.5,0.3177570093457944,2.667,36.54,50.46999999999999,23.45,0.3601895734597156
142,67394,0.1806,11.9,0.4177215189873418,2.758,31.5,53.96999999999999,22.4,0.3383458646616541
143,61197,0.2259,4.5,0.2978723404255319,3.339,43.74,72.36000000000001,19.71,0.30111524163568765
144,66606,0.27995000000000003,1.8,0.6005865102639296,3.75325,48.41,85.50500000000002,27.115,0.34882856080327257
145,78288,0.26732500000000003,2.9750000000000005,0.7573415765069552,4.014500000000001,42.7525,84.74249999999998,36.03,0.37682322053675615
147,76267,0.2873,13.1,0.6524725274725275,4.22975,43.2475,87.01750000000001,29.057500000000005,0.36780913164587625
148,50854,0.3128500000000001,3.1500000000000004,0.6898638426626325,4.6505,52.27,102.48,37.71,0.33914438502673794
149,74729,0.2574,8.8,0.30508474576271183,4.598,54.78,77.77000000000002,38.72000000000001,0.3041666666666667
150,62884,0.2051,4.9,0.4385964912280702,2.758,36.26,52.56999999999999,24.43,0.3843137254901961
151,72443,0.29015,17.85,0.8548793662225422,4.101,44.0225,77.8475,38.8175,0.4187611964605613
152,51817,0.3315,16.900000000000002,0.8115942028985507,5.434,50.96000000000001,96.2,56.68000000000001,0.40625
153,68362,0.3822,5.2,0.6071428571428572,4.979,57.98,106.08,31.07,0.3806451612903226
154,69652,0.31210000000000004,16.6,1.0450793650793653,4.286333333333333,48.61666666666667,90.43666666666668,43.70333333333334,0.3818824018283815
155,69209,0.3713,16.533333333333335,1.4175732217573216,3.892666666666667,51.74,97.43333333333334,40.363333333333344,0.4106947562309332
156,51463,0.4056,26.0,0.6666666666666666,4.9270000000000005,57.59,102.83,49.14,0.3784530386740332
157,62700,0.2863333333333333,4.566666666666666,0.2856043110084681,3.9106666666666654,56.51333333333333,77.46333333333334,31.48,0.3305147058823529
158,68525,0.2600666666666667,11.5,0.5266485998193314,4.152,43.20000000000001,80.63333333333334,38.34,0.3459711224965068
159,63722,0.2459666666666667,4.633333333333334,0.3760539629005059,4.515333333333333,45.62666666666666,81.22333333333334,37.636666666666656,0.3091013991057261
160,79240,0.31777500000000003,5.875,0.9243765084473051,3.58725,43.3175,89.3575,31.035,0.3711590445192254
161,65399,0.2948000000000001,11.0,0.547945205479452,4.5870000000000015,44.66,84.92000000000002,38.83,0.35294117647058826
162,68730,0.2349,18.6,0.4784394250513347,2.951,38.13,62.515,27.88,0.3619015734851021
163,66108,0.37315,4.7,1.1157619359058208,5.126,43.93000000000001,100.995,50.825,0.4413820651088476
164,65610,0.3107,5.2,0.1923076923076923,4.55,66.95,98.28,38.09,0.264
165,76313,0.30365000000000003,16.925,0.5358565737051793,3.94825,44.2675,80.675,34.3675,0.3681747269890793
166,51725,0.3341,9.1,0.27586206896551724,5.044,60.71000000000001,98.41,35.75,0.3059701492537313
