,PCODE,배럴지수,뜬공땅볼비율,장타율
257,67872,0.10230158730158706,2.391976800386678,0.5275
259,67935,0.07826086956521734,2.163636363636368,0.483
262,68050,0.0903665814151746,1.6566463128229258,0.5355000000000001
264,68103,0.05714285714285715,1.3939393939393938,0.519
273,68345,0.10312499999999991,2.1813643926788764,0.655
280,68525,0.08763197586726997,1.2285382830626457,0.37375
285,68730,0.054282115869017586,2.69714285714287,0.452
286,68743,0.023967889908256886,1.4055742431523313,0.37575
294,69102,0.1368421052631579,1.3809523809523805,0.489
295,69150,0.09197080291970805,1.962962962962962,0.426
296,69165,0.05625000000000001,2.1666666666666647,0.472
298,69209,0.060624457935819595,1.407192154013808,0.486
303,69405,0.12375000000000003,3.999999999999997,0.409
307,69453,0.041666666666666664,2.3173734610123122,0.3770000000000001
310,69530,0.015254237288135594,2.0833333333333317,0.368
311,69569,0.07800000000000001,1.9642857142857133,0.433
314,69652,0.07060185185185186,2.39378881987578,0.4663333333333333
319,69737,0.12045454545454538,1.322048611111112,0.363
325,69901,0.04344827586206897,1.9999999999999991,0.439
326,69950,0.08931297709923666,1.1714285714285713,0.404
329,70410,0.05456026058631919,2.037714285714291,0.4646666666666667
330,70553,0.006306306306306306,0.7631578947368421,0.266
331,70756,0.06294964028776975,2.0857908847185036,0.4335
333,71432,0.045914396887159536,1.5663265306122458,0.398
334,71552,0.028865979381443297,1.1666666666666665,0.353
335,71564,0.07483394833948324,1.6637168141593044,0.486
336,71752,0.05404530744336569,1.861405197305104,0.3893333333333333
337,71837,0.06306429548563612,2.075019334880132,0.4415
339,72133,0.060619469026548654,1.6327396098388491,0.402
340,72443,0.09455564451561224,1.7288732394366302,0.4905
341,72456,0.00981308411214953,1.3834196891191721,0.3055
343,72546,0.028928571428571432,1.9247572815534044,0.34
345,73113,0.09144144144144137,2.503464203233269,0.4115
346,73136,0.09255751014884975,1.157296990346394,0.4115
348,73209,0.03589315525876461,2.029097963142583,0.32075
352,73342,0.03460076045627376,1.3802816901408463,0.358
354,74163,0.0008158508158508159,1.2851123595505614,0.3453333333333333
355,74206,0.036578171091445406,2.153716216216232,0.37175
356,74215,0.0469230769230769,1.5538954108858072,0.36000000000000004
357,74339,0.04263018534863194,1.3582644628099205,0.44375
358,74465,0.08248792270531395,1.3771587743732596,0.47
359,74540,0.06719576719576716,1.6262467191601047,0.4637500000000001
361,74729,0.0788321167883212,1.6525735294117614,0.3983333333333334
364,75125,0.11683731513083026,1.9691195795006604,0.53825
365,75151,0.04847605224963715,1.61652115513768,0.3975
366,75334,0.11499540018399236,2.1651474530831267,0.50525
367,75566,0.049770431588613384,2.40433604336045,0.44125
368,75808,0.02327586206896552,1.375105130361649,0.36700000000000005
369,75847,0.11515410958904085,3.0294117647059102,0.5505
372,76232,0.090428790199081,2.5123329907502763,0.6064999999999999
373,76249,0.0541317365269461,1.4017291066282436,0.36875
374,76267,0.07203672787979959,2.8718984420081033,0.46475
375,76290,0.09459064327485361,1.583758069996612,0.50425
376,76313,0.06298649722001583,2.521531100478494,0.4945000000000001
381,76753,0.06138211382113819,1.5597624350408337,0.40299999999999997
382,76802,0.00065359477124183,1.5878027681660958,0.34675
383,76812,0.03929648241206027,1.9492635024549956,0.39075
384,76849,0.01686526122823098,1.184807256235827,0.38175
387,77248,0.0694915254237288,1.7198697068403954,0.3355
389,77463,0.07162471395881011,1.4407814407814405,0.43700000000000006
391,77532,0.05669354838709675,1.1293364769282586,0.4525
392,77564,0.056991525423728776,2.267920094007058,0.3715
395,78135,0.0748927038626609,1.845710995970064,0.47125
396,78168,0.018283963227783452,1.5559224102352485,0.387
398,78224,0.13955669224211428,1.5860547219770582,0.52325
399,78288,0.020537897310513448,1.5715090090090085,0.34925
402,78513,0.08076109936575035,1.5533266466064957,0.5005000000000001
404,78548,0.05496828752642706,1.6599597585513097,0.3915
406,78603,0.011017740429505138,1.1948150972169278,0.38175
407,78629,0.09624624624624628,2.2443082311733806,0.3905
410,78756,0.016379310344827584,1.505660377358493,0.2833333333333334
411,78813,0.05583038869257948,2.305389221556894,0.35325
412,79109,0.08730569948186515,1.6174524400330903,0.3967500000000001
415,79150,0.021820448877805487,1.4044307058217425,0.33875
416,79192,0.09575191163976193,1.7325066430469511,0.49175
418,79215,0.08654147104851312,1.9571115973741926,0.46125
419,79231,0.015555555555555555,1.2813653136531367,0.3695000000000001
421,79240,0.019181034482758624,1.5064978340553237,0.42725
424,79334,0.02369791666666667,1.6068601583113493,0.2936666666666667
427,79365,0.10637636080870912,1.6035335689045958,0.45799999999999996
428,79402,0.021220159151193643,1.3468567251462018,0.34375
430,79456,0.003961965134706815,0.8264767932489443,0.35425
433,79608,0.03571428571428569,1.7932564330079945,0.46725
435,99606,0.029411764705882353,1.074074074074074,0.421
436,99810,0.025688073394495414,1.1428571428571435,0.417
